"T_in","k","sharpe_oos","turnover_median","weight_instability_L1_median","weight_instability_L2_median","selection_instability_mean","nnz_mismatch_count","span_pca_median"
240,3,0.895888400551687,12.4192213946863,0.676583972571815,0.45404826775124,0.100719424460432,0,0.909412210576918
240,4,1.01006876168325,17.1628664993181,1.00575145028415,0.628797242702832,0.090076510220395,0,0.919552767483073
240,5,1.10801932792355,22.5702683220953,1.36741510374284,0.733126300458002,0.0875204598226181,0,0.918080272436152
240,6,1.13083569198074,24.7018679976264,1.98393071172202,0.954799092320574,0.112513625463266,0,0.933358688461952
240,7,1.14422206436426,30.2708831959456,2.53640616741016,1.16382580978963,0.111883826272315,0,0.950717446788162
240,8,1.14857115085394,34.2678383836509,3.63439689529021,1.47666495582985,0.111648862727999,0,0.959566426034385
240,9,1.14977036496892,40.597150612464,4.44654820815427,1.777082877813,0.109890828595865,0,0.959649551148392
240,10,1.14650654934377,48.6126578395061,5.24224248869816,2.0419708487072,0.105834213747883,0,0.961202975265355
240,11,1.14126192816443,59.4466150651183,5.77288627717227,2.14746730652423,0.114099489639058,0,0.962714680044158
240,12,1.13696135090838,64.7530414705796,6.53780659112546,2.28251748423648,0.11306032097399,0,0.965278029197558
240,13,1.13873544360074,71.4973420032908,6.66883870132216,2.39163756952647,0.123425797177385,0,0.96513452312072
240,14,1.1376330225162,77.0465516309889,7.51041106286915,2.50138656034417,0.131540257989686,0,0.970536288757872
240,15,1.13768340196407,83.0412739969345,7.88165657770211,2.55169594333041,0.136159184107822,0,0.970797949138355
240,16,1.14052875511713,86.2953234118068,8.46068966138107,2.71441003651733,0.129685949014634,0,0.972225565869063
240,17,1.14049969176152,89.3793620520857,9.64363593882373,2.91203365278747,0.129230313630163,0,0.974252413991826
240,18,1.13975566745944,94.112894851244,10.4530622019173,3.17640942541161,0.122377844403428,0,0.975488531764202
240,19,1.14187538131804,96.8110562593162,11.0514681560753,3.23694794368217,0.119563226888845,0,0.97832703381842
240,20,1.14269703953391,100.879723190094,12.1082916964558,3.44439395694194,0.124360281570166,0,0.979695746545665
240,21,1.14306455815354,106.072122264786,12.7975399368358,3.55655555720675,0.129994938274576,0,0.980555909764676
240,22,1.14184517913376,110.970449863825,13.7301369073867,3.79330065151724,0.131257930209534,0,0.980347930208374
240,23,1.14193711987502,114.334705573646,14.5948934454725,3.99915467309693,0.126115409470243,0,0.981392530328914
240,24,1.14197552052594,121.209347234147,15.6039869797487,3.99414689521777,0.123630001196921,0,0.982065406768196
240,25,1.14196917146185,126.19861834583,16.4835289304448,4.2279093351412,0.125285946154558,0,0.982738861470379
240,26,1.1407617723464,130.379037437183,17.0753749174701,4.29380657927982,0.124367847173151,0,0.983552215258923
240,27,1.13855063650189,138.283590496892,17.65360406467,4.33271506629923,0.12088692797694,0,0.982757645084623
240,28,1.13833934772192,144.595449505246,18.3149264688271,4.46919423294185,0.118979760148229,0,0.983422615012717
240,29,1.13877039862117,151.992891708735,19.4957123061228,4.55821035155545,0.119489246202658,0,0.985104291850921
240,30,1.13778428029192,159.700853039898,20.2192371463923,4.76490214774147,0.121115587227986,0,0.985558600109596
240,31,1.13772636567199,169.710797434553,20.9171314578817,4.8181651655298,0.120859856534011,0,0.986831387601928
240,32,1.13748066657825,176.939046955653,22.3721289178985,5.04036039720442,0.122294827095028,0,0.988014370328512
240,33,1.13705111905578,184.726505008345,23.444525549252,5.10389683137332,0.117817381229109,0,0.987701704942886
240,34,1.13747785912579,193.375208306909,24.6798195963443,5.41199067809169,0.115955520383083,0,0.987883622865957
