"k","lasso"
3,0.114321168088336
5,0.0867265755860566
7,0.104476609245746
9,0.121022043544534
11,0.127005504735521
13,0.12818348012226
15,0.128977089741141
17,0.146017204711521
19,0.140654191724283
21,0.14597514791311
23,0.150112055614729
25,0.154068135196134
27,0.158309977061997
29,0.156850060136809
31,0.152186546149967
33,0.158647144718388
35,0.161308301224921
37,0.155616577453319
39,0.160066061102518
41,0.163943782151612
43,0.16456111349081
45,0.163460679983424
47,0.16632364614393
49,0.173961461849269
51,0.171806354740996
53,0.171616736453191
55,0.17036779524438
57,0.162507811590346
59,0.162760586615642
61,0.171720772019853
63,0.167765682495751
65,0.162989872377212
67,0.168685049375218
69,0.166663886912407
71,0.162187810438595
73,0.164814023507894
75,0.15453122598341
77,0.163362537783518
79,0.157790519562796
81,0.163085819083588
83,0.174405889283588
85,0.165530446686681
87,0.165335485949707
89,0.162335354240743
91,0.156531170186489
93,0.156272445120694
95,0.159645069917636
97,0.165699837381472
99,0.159450746634081
