"T_in","k","sharpe_oos","turnover_median","weight_instability_L1_median","weight_instability_L2_median","selection_instability_mean","nnz_mismatch_count","span_pca_median"
360,3,0.85326659713454,18.7764671624997,0.352181912583831,0.270385006842788,0.0501683501683502,0,0.910754258057727
360,4,0.921810119444151,12.840598721962,0.493551067842123,0.282234673317828,0.0488696488696489,0,0.924200096223856
360,5,0.977375638734209,16.0916775595453,1.03961870181504,0.546414853963043,0.0587221420554754,0,0.956210377119755
360,6,1.02114537972891,18.882947884886,1.62774342700429,0.791972187311564,0.0788520121853455,0,0.961059241368491
360,7,1.04780606631911,25.0765262378343,2.04655331131312,0.925843846495112,0.10104241063837,0,0.963083272425197
360,8,1.05030832740947,28.4875032786278,2.52521122690219,1.03966967134715,0.122346490023257,0,0.96503486686212
360,9,1.05810839785249,31.7307517987977,2.49694150844795,1.0233275582152,0.101775329048056,0,0.965272863697984
360,10,1.05818828402739,35.0553565292685,2.97739968612159,1.19582078576072,0.107995259510411,0,0.96888745243058
360,11,1.0627209060939,37.9800272278801,3.07425529648213,1.19768348138282,0.118054784721451,0,0.971808797537869
360,12,1.06365252044412,40.7501648176868,3.34319338975361,1.25462043976832,0.12007252007252,0,0.974737508189029
360,13,1.06428322952147,43.7240116033475,4.01637850836959,1.41295347453465,0.104641654641654,0,0.979952587130311
360,14,1.06624567616846,45.9627483654024,4.28650996226045,1.43301511794244,0.109151427125283,0,0.981811024799815
360,15,1.06646928197741,50.1606005632227,5.08860385038029,1.60493242260501,0.102726612530534,0,0.985234029335155
360,16,1.06868876197159,54.4102872464294,5.26966432337264,1.71371800844666,0.0982173529817146,0,0.986590652280626
360,17,1.07178228133166,59.2880216208972,5.50916679685005,1.73372952218193,0.0965877094532063,0,0.987167420041863
360,18,1.07346432886507,63.0327543651128,6.12354166793662,1.85278919516127,0.0960937697779801,0,0.988006074239857
360,19,1.07373424335352,65.7722825840501,6.23584422573335,1.84525990394577,0.107128883413469,0,0.9880238533837
360,20,1.07426234523314,68.7977055127785,6.44519988528596,1.8874928400557,0.105206148947914,0,0.987991580343165
360,21,1.07577976741463,72.0030034760033,6.82620600567171,1.93183753599725,0.105001765910857,0,0.987937762315843
360,22,1.07525244659021,74.2855571422662,7.55507577351391,2.09754049627833,0.109527706146064,0,0.987420516025909
360,23,1.07362217055084,78.0334640517456,7.7405840798337,2.09864980325726,0.11175513101439,0,0.988004234157674
