"k","lasso"
3,0.0923994529752913
5,0.0879899178501203
7,0.0945202055325848
9,0.107692944896737
11,0.113825716165355
13,0.137316170851801
15,0.14739621265785
17,0.141120696371833
19,0.148119326562695
21,0.156014757972084
23,0.164086891059918
25,0.170718949160501
27,0.163584345840768
29,0.16070696173289
31,0.162903423712339
33,0.161630718425039
35,0.163533370268878
37,0.163231602033198
39,0.170801978565964
41,0.174879760282901
43,0.1771317862678
45,0.170173846085737
47,0.175911783105739
49,0.172785908685958
51,0.167926735890298
53,0.168551400647342
55,0.169921330351041
57,0.170697557521998
59,0.161358117740894
61,0.156956365979679
63,0.162061397590377
65,0.158886639670891
67,0.147062750189329
69,0.142044521597571
71,0.143519896240392
73,0.113759504224745
75,0.113109083996678
77,0.105239610738618
79,0.100659106783968
81,0.084825384725735
83,0.086257879663943
85,0.0896927101272525
87,0.0881696738356409
89,0.0912614531355987
91,0.0828273326331591
93,0.103813296658802
95,0.0778367766278701
97,0.0705001285407201
99,0.0751743445418991
101,0.0708465525337424
