"k","SharpeRatio","less_than_k","turnover","selection_instability","weight_instability_l1","weight_instability_l2"
1,0.14741394111707,0,0,0,0,0
4,0.176625797262645,0,0.850859653288364,0,0.0948104520034571,0.0554390290964677
7,0.268863156972332,0,2.05642811580916,0,0.109355104365787,0.0511854563935679
10,0.31202609105921,0,2.74731268643406,0,0.0842488448059899,0.0316887362076834
13,0.327994023006483,0,3.36869382975429,0,0.077503771456808,0.0259211261082888
16,0.333284358686503,0,3.64995844011615,0.117647058823529,0.0766587417204101,0.0239713897986499
19,0.308032347327281,0,4.27002972740785,0.1,0.0762541588302768,0.0217286786842258
22,0.30751014190765,0,4.95943006166628,0.0869565217391305,0.0799236777442073,0.021305571480704
25,0.312089271575048,0,5.49191839270969,0.0769230769230769,0.0798418097858525,0.0207129510025963
28,0.318661710911866,0,6.11086220591553,0.0689655172413793,0.0811599423142874,0.0193524460551705
31,0.306196388133063,0,6.42059867646865,0.0625,0.0809288646185893,0.0188121174474806
34,0.306752974515404,0,6.72028493353026,0.0571428571428572,0.0830769404669155,0.0182586758700733
37,0.294804789997299,0,7.04238915024965,0.0526315789473685,0.0817006460881065,0.0173317633636434
40,0.268745254506103,0,7.2115351522115,0.0952380952380952,0.0811467183321983,0.0163592895402261
43,0.270930492787358,0,7.41071353002069,0.0888888888888889,0.0803475429826892,0.0157465676027011
46,0.294990448622013,0,7.71295715122135,0.0833333333333334,0.0850915303566368,0.0155956503448368
49,0.299153005272733,0,8.44530970279465,0.0784313725490197,0.0803051191558311,0.0150595091983159
52,0.299670081262768,0,9.44404319744757,0.0740740740740741,0.0784279607228071,0.0140789924058618
55,0.306611505051654,0,10.0207723073677,0.0701754385964912,0.0814990986241581,0.0139428979699921
58,0.30789543120195,0,10.3209409176805,0.0666666666666667,0.0795605955347872,0.0135093127054894
61,0.286959611356619,0,10.9421910031238,0.0634920634920635,0.0769894797875946,0.0125360452579443
64,0.280544009519895,0,12.2232163546978,0.0606060606060606,0.0789263697684485,0.012612943993633
67,0.259046955053692,0,12.6997215187984,0.0579710144927537,0.0777839295901236,0.0121803985246587
70,0.256688684718222,0,13.2672548104371,0.0555555555555556,0.0751696828204398,0.011598264720671
73,0.258775283022233,0,13.7038696982024,0.0533333333333333,0.0771571544299436,0.0115050055923863
76,0.263678678008107,0,14.4724926921472,0.0512820512820513,0.0745926850010449,0.0109820112832891
79,0.2603730392811,0,15.297180373911,0.0493827160493827,0.0746487526983706,0.0107880879591659
82,0.271863927263052,0,15.7540268778621,0.0476190476190477,0.073273592860167,0.0104261269747958
85,0.297529465833399,0,15.7862030533192,0.0459770114942529,0.0720892436157419,0.0101136931306112
88,0.293259979975545,0,15.8454480097703,0.0444444444444444,0.0705611972480396,0.0097883052428044
91,0.282510839783538,0,16.8886964536608,0.043010752688172,0.0704529661891155,0.0095806349934863
94,0.285541452058651,0,17.0048612925154,0.0416666666666666,0.0690155659246548,0.00935771142465174
97,0.273894125028639,0,17.2691039660745,0.0404040404040404,0.0708776372637301,0.00927355008475069
