"k","lasso"
3,0.126799437157859
5,0.0761322025661491
7,0.102020006621906
9,0.110678006471372
11,0.124785147057102
13,0.11607902232707
15,0.131347391984076
17,0.129329792119773
19,0.136791102553893
21,0.137938015240812
23,0.157805823592456
25,0.15584192720889
27,0.16134868497514
29,0.152675505234681
31,0.147807868530711
33,0.150657463665823
35,0.155899964139555
37,0.153034951730206
39,0.159981546122502
41,0.168267828010981
43,0.168600539190208
45,0.166102240487795
47,0.163813800695185
49,0.163451373445398
51,0.168316378055331
53,0.168372798655474
55,0.171899201721095
57,0.169648727845748
59,0.168741152196509
61,0.166050594715878
63,0.170100577779333
65,0.16510278578106
67,0.171041838055429
69,0.169875041085745
71,0.162968264229701
73,0.167529757338916
75,0.173970266702495
77,0.170324957036478
79,0.16334348736341
81,0.156244822770506
83,0.16708400194628
85,0.183683928320586
87,0.170289895851733
89,0.173021549994512
91,0.161566130979656
93,0.176680398254743
95,0.170825654305481
97,0.164645143240048
99,0.165391216617393
101,0.149822448896526
