"k","lasso"
3,0.143106510372107
5,0.129335238442941
7,0.13779783591714
9,0.136271588494472
11,0.13919715693122
13,0.151543114485615
15,0.147801731840967
17,0.153280782651428
19,0.158377368444937
21,0.156574641875043
23,0.160731405536087
25,0.16243641096429
27,0.156716169904213
29,0.161987070862344
31,0.162408761763874
33,0.16713911877717
35,0.162111606671357
37,0.161323553285555
39,0.15782141244608
41,0.162084583898639
43,0.160988701682822
45,0.168657082392987
47,0.177205022911093
49,0.170191248008396
51,0.178952231378383
53,0.173769745934909
55,0.168953208757095
57,0.175361590244067
59,0.177607903868384
61,0.172069747890485
63,0.185115615816857
65,0.176755158575264
67,0.166792428941789
69,0.156156703341411
71,0.155086862418442
73,0.148021726433868
75,0.13413134624557
77,0.149257582521823
79,0.147103631748384
81,0.146055267951897
83,0.149873106395866
85,0.147780333951827
87,0.135540966533521
89,0.136357656977265
91,0.143810971943351
93,0.139119672445353
95,0.126801524059197
97,0.114007655946896
99,0.106261986610575
