"T_in","k","sharpe_oos","turnover_median","weight_instability_L1_median","weight_instability_L2_median","selection_instability_mean","nnz_mismatch_count","span_pca_median"
240,65,1.07860619860514,421.608880533758,60.6257012866541,9.85834640671179,0.118725836459814,0,0.986247296166951
240,66,1.07691409761735,433.037877914944,62.0986495004317,9.9380116379456,0.118609393669403,0,0.985392407064999
240,67,1.07421202885396,449.596650706411,65.3824993309854,10.4231660350532,0.118014992530568,0,0.986575460233494
240,68,1.06994103063197,465.623940326887,67.6317664876956,10.658853927709,0.118812933867521,0,0.986203170378086
240,69,1.06604588443757,471.135471866967,66.5934070354497,10.5811678683964,0.116699978356945,0,0.986631559538179
240,70,1.06499097067715,489.77233588287,66.9579499240372,10.6757973524221,0.117101447072485,0,0.987645014784006
240,71,1.06364775212816,517.985784246555,70.7416410928782,10.8843100228069,0.116895387546635,0,0.987223083391908
240,72,1.06207613345458,526.125550565238,72.5268313863148,11.1997779919454,0.114724230656463,0,0.987039795695736
240,73,1.06152251973986,540.596683470698,73.8799009028981,11.4022701217841,0.115349866100836,0,0.987501597224007
240,74,1.06175621747936,552.693641604563,75.7982641155607,11.4478166153195,0.114378813128466,0,0.988147523790697
240,75,1.06011877003022,568.682180086951,77.0305797847837,11.6154183317519,0.11356436775538,0,0.988155202342151
240,76,1.0594326609596,582.384173015911,79.30894418515,11.9922671174535,0.113950134916038,0,0.988030021768963
240,77,1.05742562864636,599.846044932096,78.5378589241053,11.6893651810066,0.114664229562155,0,0.988369858694549
240,78,1.05722838455066,615.683520855445,83.8239161677536,12.175240971831,0.116509500811501,0,0.988346541140131
240,79,1.05521113430397,627.792053707506,85.4075502914553,12.4700305786698,0.116612260231575,0,0.989355015548727
240,80,1.05118287006078,646.594980685538,88.2215510184755,12.8331868337503,0.116093890484945,0,0.989145268515
240,81,1.04902248625044,665.720645184813,91.0881823602458,13.0909918136585,0.114776381502142,0,0.989388181701766
240,82,1.04533963529672,683.803996493969,93.4818862841343,13.3121946999238,0.114172611826337,0,0.989986055091238
240,83,1.04233210337468,711.585094558121,94.3325162813082,13.6228316013092,0.113657447625594,0,0.990115217056142
240,84,1.03919786736606,722.407390237142,101.7686327788,14.4237215729705,0.114245146564573,0,0.990002125836177
240,85,1.03664991803705,738.489361327377,103.629071356184,14.628030899553,0.114647897287319,0,0.989889569261937
240,86,1.034303536022,755.79882992054,105.898108625657,14.7861190238153,0.112544238191883,0,0.989933129257836
240,87,1.0312147579741,765.267731997458,107.62392510126,15.23425980667,0.113343893003451,0,0.990170772942047
240,88,1.02922946010463,790.894800684634,112.224846359007,15.4660181069094,0.114297605477845,0,0.990853338971451
240,89,1.02859777734908,811.132555558579,114.87971732741,15.8818393541031,0.114360457127869,0,0.990999084965434
240,90,1.02615728915187,829.026517496564,117.736575040765,16.0275410881586,0.114142857133329,0,0.991238393432439
240,91,1.02406017059037,850.497011154904,119.123788285494,16.3908288747535,0.113536026175105,0,0.991220065044735
240,92,1.02124701368876,862.305288632838,122.598101430175,16.6743036646703,0.114319461852175,0,0.99108784784004
240,93,1.01810135589869,875.434169112654,128.030173522395,17.3567232228653,0.114270151618799,0,0.991242641140112
240,94,1.01529968113266,899.806877401836,131.507639795591,17.8609732452775,0.113399794727697,0,0.991531798004097
240,95,1.01175211655313,915.81053393285,132.876240987298,17.8514029912753,0.112143110756066,0,0.991329560291269
240,96,1.00964911643283,939.710566786459,134.559863115511,18.2444117401473,0.111705724544025,0,0.991660100692909
240,97,1.00339658956973,960.602112119853,134.472728480045,18.0910834256545,0.112559791915623,0,0.992097013399423
240,98,0.999173487138622,986.096519756448,140.079626396481,18.4824988025797,0.112545860163233,0,0.991965097148488
240,99,0.995583523509305,1009.03575686106,139.468165014551,18.5072697028291,0.112253012270293,0,0.991918743245802
240,100,0.991612390693695,1021.92058348087,140.354937024018,18.5063826865187,0.111678537430267,0,0.991829075777913
240,101,0.989136598485957,1058.6183061173,147.066641580294,19.0836025491902,0.110549115930007,0,0.992259725177009
240,102,0.985301928000956,1086.42085713516,152.782173286348,19.832589008988,0.108960837918197,0,0.991685676714022
240,103,0.981794297266204,1119.2987242885,160.520061649158,20.7218321211434,0.109192360314798,0,0.991579073002662
240,104,0.977571635640632,1136.95244827875,164.507551440047,20.9603978656182,0.108955786127039,0,0.991833054522009
240,105,0.975838737119148,1164.55244839806,163.573042856235,20.9317157193968,0.107945027003425,0,0.991787062660366
240,106,0.971282055115002,1186.56037442832,171.42135889297,21.9377523271132,0.107750168070846,0,0.991687690508688
240,107,0.968890494313019,1218.23168020973,173.727173235424,22.0642728624861,0.106207157026725,0,0.992014235894249
240,108,0.96439445594579,1234.15940229934,179.452400780361,23.1212791413117,0.105084516829151,0,0.992423636006541
240,109,0.961529193600197,1287.39482523304,185.33769652092,23.6233562093395,0.105584097199958,0,0.99243116350176
240,110,0.957523647745786,1317.47546786279,195.290676383881,24.7629974624773,0.105883879398154,0,0.992655285513115
240,111,0.955599172620633,1348.19190956914,194.075155491663,24.6659802387641,0.105578796162562,0,0.993059164537175
240,112,0.951398016983374,1376.69549417211,198.999464528046,25.2983384020042,0.104775729467193,0,0.993365929696458
240,113,0.947731342657505,1404.50855061189,208.940431935373,25.4707330317475,0.103553869466137,0,0.993159523286406
240,114,0.941931953762904,1450.95604430157,213.617502527398,26.5831316688625,0.103468375506657,0,0.993354384841722
240,115,0.936443561955088,1520.82006993028,220.884979892173,27.408900606189,0.103080762266427,0,0.993651281784118
240,116,0.929117682872209,1573.0795254721,224.764413386277,27.424737291556,0.103158481891696,0,0.993538787223868
240,117,0.925717022419084,1616.81340255744,226.357333129262,27.7859354005578,0.103929061947038,0,0.993776492223863
240,118,0.920699696016398,1667.49068396502,235.049192223496,28.2568200651965,0.103760892091516,0,0.993643344215443
240,119,0.914581722213618,1720.10518996284,239.058399237087,28.8756474784493,0.102875016644925,0,0.993892575717604
240,120,0.908848046577344,1749.79604103953,252.726125813681,31.1035300448396,0.10338737675114,0,0.994121835917869
240,121,0.904208068905466,1813.7357392196,261.264568531614,30.7968763201198,0.102392851463362,0,0.994292406756826
240,122,0.897699543655275,1856.77992541489,264.824789678326,32.0641773269177,0.102570282080972,0,0.994481110095881
240,123,0.888497524645159,1891.86391332493,281.743212065751,33.3248349183502,0.103602076876343,0,0.994702743173175
240,124,0.881890400148962,1929.95452616738,282.561566558068,33.3319350079385,0.102748017661456,0,0.995077901362058
240,125,0.877339095260381,1971.48110490786,291.858028532399,33.9595469773472,0.101224389608067,0,0.995143621406978
240,126,0.872316999340844,2009.16212875179,295.963065298007,35.2353615370269,0.100190893679275,0,0.99536119741294
240,127,0.867983554581981,2063.37290213567,300.517577677608,35.4507942461638,0.100502740284756,0,0.995653279586019
240,128,0.86548075631641,2116.22013673134,308.619836918808,36.0125214658744,0.0992698090964824,0,0.995645688026899
240,129,0.860138677319196,2135.86443689472,315.339989326358,36.9107110416135,0.0981229029653322,0,0.99577542656523
240,130,0.854699627862004,2205.56496844271,328.575596459588,38.811706624025,0.0972600311502587,0,0.995753072337473
240,131,0.850293539220492,2266.14397983745,334.602286914414,39.5215493405149,0.0968497476789136,0,0.995782630274806
240,132,0.845012654228703,2340.58976202272,342.623472249688,39.8662558607408,0.095107163705373,0,0.995930224494368
240,133,0.837988786944155,2381.67183268867,364.752287960511,42.4614483548647,0.0937848723477486,0,0.996150969444421
240,134,0.82825233460841,2467.34585102612,375.75426481074,43.1690232410054,0.092054443967114,0,0.99643097475038
240,135,0.820978628615703,2542.8714662158,396.532644588501,45.5590072256267,0.0905875782300923,0,0.996592066657473
240,136,0.815459955107396,2616.96609343,401.759805001652,46.9864541662638,0.0896212075443027,0,0.996692000076112
240,137,0.808147717495843,2673.43989445146,410.059949907202,47.0610550051467,0.0887013241543741,0,0.996630251605713
240,138,0.800820070256295,2750.14656281789,420.964376527469,49.7942260538844,0.0871087781067713,0,0.99667616385287
240,139,0.796669992362735,2826.78565089296,435.774381599831,52.4328709024861,0.0857726065645894,0,0.996820513950561
240,140,0.788672136273878,2955.64324914413,459.864332616403,54.5289801424332,0.0843002684994573,0,0.99713239694175
240,141,0.784827023169775,2980.69414016,463.318351252647,55.9598261167818,0.0816330528173398,0,0.99727190309005
240,142,0.776586067814309,3032.19299970117,489.919684477071,58.2829475557896,0.0791797515277124,0,0.997469768217544
240,143,0.770049911649052,3117.16197201207,494.230639658255,62.0132313329607,0.0754458556401531,0,0.997796413120772
240,144,0.764583419352326,3316.29570619137,518.022570409459,64.9927723862245,0.0716610507087012,0,0.998082128043355
240,145,0.756914515608441,3419.01669174753,539.677049153968,69.5161554168102,0.0691992092907915,0,0.998246810329446
240,146,0.745509743102846,3570.43536436685,585.357654179206,73.7510472921963,0.0651405880729595,0,0.998511056775602
240,147,0.731991534292537,3687.65536546544,590.366993788768,76.4294219168506,0.0588965136523449,0,0.998742310916193
240,148,0.724214791763582,3773.5472496111,627.146916643213,81.3004964258498,0.0530130667755252,0,0.999098308043423
240,149,0.719511036178452,3898.28308586666,621.425312231334,81.5460944862179,0.0469047726355659,0,0.999313176818924
240,150,0.714724838448721,3991.60505598901,669.674368506709,88.2510168269688,0.0394596964376182,0,0.999582225269439
240,151,0.705410147990215,4134.32137682265,673.209429832802,86.2890282067715,0.0315647445856592,0,0.999789065661438
240,152,0.691792135702392,4269.91613188974,673.796835790616,88.3661284265584,0.0221944166082974,0,0.999921905791173
240,153,0.683222522814291,4455.88087456898,699.149841508418,88.5612007091281,0.011616680681429,0,0.999988685867167
