"T_in","k","sharpe_oos","turnover_median","weight_instability_L1_median","weight_instability_L2_median","selection_instability_mean","nnz_mismatch_count"
480,3,0.620599482547153,2.32646853847144,0.029150224327223,0.0185597723115653,0.0768361581920904,0
480,4,0.620111237492543,2.57174460274414,0.0436870596755052,0.0263243033157669,0.0753295668549906,0
480,5,0.623960371131505,2.9950360749145,0.0681446590717848,0.0350854862334979,0.0788270110304009,0
480,6,0.636728933970419,3.37888575313493,0.0651962803522052,0.0330278995028038,0.0899919289749798,0
480,7,0.624848831190375,3.90781778209771,0.072798147910277,0.0325777145389407,0.104833647206529,0
480,8,0.616075863268716,4.57871876678528,0.069650554467094,0.0294800985329901,0.0878844946641557,0
480,9,0.606838340737116,4.97936344825212,0.0695867375892891,0.0282237654671503,0.0910631741140216,0
480,10,0.611277670032503,5.38118275722952,0.0706031232766474,0.0267562849362473,0.100022388157981,0
480,11,0.646342267693766,5.78649859386668,0.0708786156557643,0.0254756493049571,0.0940481364210178,0
480,12,0.644700881853699,6.13381851690491,0.078473445556175,0.0270242013773824,0.0827466318991743,0
480,13,0.648751928565897,6.44692022391876,0.0769468655828196,0.0261499966598045,0.0909422526072576,0
480,14,0.656020137431321,6.78474686808381,0.0802693571311289,0.0262469010818441,0.101069015176692,0
480,15,0.656126435021198,7.12686917077676,0.0848720349387307,0.0271468496883129,0.0891076769690927,0
480,16,0.6734133370426,7.68632300577473,0.0915946273202445,0.0274257421106112,0.0947022480317333,0
480,17,0.66953420429786,8.1087282215773,0.0875522968131577,0.0262063388850631,0.0981564079690753,0
480,18,0.667123557229864,8.5035960584857,0.0944017138018733,0.0279696595861585,0.0843549551845716,0
480,19,0.667845342511785,9.02403751553209,0.0892886886052492,0.0247077246108108,0.0846026322813353,0
480,20,0.672943818467336,9.44184592107247,0.0874352596972958,0.0248200677178511,0.088317643218159,0
480,21,0.671016156078793,9.96300424835655,0.0914494810556135,0.0254474240125212,0.0899544449654988,0
480,22,0.673513837623545,10.4645921208217,0.0920122688679857,0.0247069102348314,0.0825546548759519,0
480,23,0.678296800959714,11.0358362749235,0.0911875708118993,0.0238427573083348,0.0803122635890998,0
480,24,0.678354869330713,11.5825287687779,0.092257197052503,0.0237392933463727,0.0803780274966715,0
480,25,0.675880155049403,11.9908339467408,0.0946631853435072,0.0234972300503062,0.0854236209778777,0
480,26,0.676814626968205,12.5897810251599,0.0936026574521361,0.0228739121895444,0.0782631731394638,0
480,27,0.673507887576562,13.2666826438278,0.0899095971795645,0.0215437218064448,0.0809356822799254,0
480,28,0.677232500644847,13.9410130953718,0.0891533041839202,0.0211422405282207,0.0825265151277104,0
480,29,0.678757907390217,14.6091801319579,0.0908868485979484,0.0213339367554448,0.0735055585930381,0
480,30,0.67967655163781,15.1574639795297,0.0887083511430544,0.0203844687342207,0.0753017097290728,0
480,31,0.672953985631925,15.9896254358614,0.0871604403615357,0.0195928901058986,0.0759992389354304,0
480,32,0.6727976091345,16.5891258126715,0.084771354403246,0.0193071170384274,0.0795999946548301,0
480,33,0.672260919527203,16.9044364231338,0.0855224682673749,0.0187171512104782,0.0747507595752335,0
480,34,0.674037393594394,17.3716603183757,0.083780600814131,0.0184302779468387,0.0754820264186901,0
480,35,0.670054343763561,17.847246842562,0.0836991119452842,0.0181073274243197,0.0772407451711645,0
480,36,0.670599315421982,18.3472675839345,0.0840732359943743,0.0179777869023958,0.0778994749578505,0
480,37,0.670120406700351,18.9876114579389,0.08484686222453,0.0180580149521887,0.0799614096561509,0
480,38,0.6703142212965,19.3232896438894,0.0876694823145425,0.0180980181122349,0.0743155384704362,0
480,39,0.67346611795665,20.2018356517766,0.084475336464546,0.0172404489078281,0.0765131319901213,0
480,40,0.673006032252076,20.723433121464,0.0865942601649713,0.0172847324305605,0.0752110843538207,0
480,41,0.672527600798446,21.3979588146388,0.0819559067355756,0.0162801599533376,0.0776018805238528,0
480,42,0.671706283716554,21.8876759338183,0.083961625886085,0.0163626758067338,0.0793069670420493,0
480,43,0.673389094310005,22.5984054060386,0.0875266194671588,0.0171156634873438,0.0771930619215776,0
480,44,0.676639311737256,23.2034055304006,0.0891705394382221,0.0168269235181124,0.0764731688696809,0
480,45,0.675568295867465,24.0652274125494,0.0875192388359946,0.0164995385205016,0.0763725675597698,0
480,46,0.676280706344381,24.8132991437752,0.0866183107833855,0.0163057405324467,0.0785757398745789,0
480,47,0.676717172676125,25.566886794293,0.0848691503431685,0.0158747328658696,0.0811956468236684,0
480,48,0.674360350981825,26.2657505838895,0.0849605165586837,0.0155643572809706,0.0786144808522957,0
480,49,0.674020348481004,27.0008478592945,0.0858941257368682,0.0152122220083128,0.0814578191670186,0
480,50,0.671327493763496,27.0955167749677,0.0835734439564211,0.0151103270670598,0.0773162835329529,0
480,51,0.668796537376339,27.8046990112341,0.0841713786376876,0.0152398587322833,0.0795324965144702,0
480,52,0.666811106023562,28.2963532845146,0.0838916733484512,0.0149950576220491,0.0790679106355991,0
480,53,0.666680486620156,28.8824450401978,0.0856349160173019,0.0150074235702079,0.0757536289424113,0
480,54,0.664565773978212,29.5799445365893,0.0869117764417173,0.0150404750633862,0.0756716922276812,0
480,55,0.663861932297552,30.1492968602989,0.085079653025738,0.0148516025414829,0.0743411185050143,0
480,56,0.662589273679198,30.5749403460115,0.0850700786400553,0.0147126900009891,0.0704944484781834,0
480,57,0.658817933879519,31.5279368407087,0.0870553178808606,0.0147552375932912,0.0748422196147377,0
480,58,0.657223778538679,32.1244817449018,0.0868196687192117,0.0145589606996866,0.0757579242195473,0
480,59,0.653453731249335,32.6745078228717,0.0867765616902077,0.0141805732881799,0.0764984923184669,0
480,60,0.652263533954711,33.2310984056901,0.0898154947071569,0.0147592336843708,0.0757268451307566,0
480,61,0.652999647563179,33.903707253505,0.0872135936719332,0.0142273618337051,0.0746966586327836,0
480,62,0.651445629051631,34.3710069908919,0.0895351589041969,0.0144325964459154,0.0732432208647786,0
480,63,0.651718658700328,34.997704359078,0.0891145600139304,0.0142771150243427,0.0732052256172101,0
480,64,0.646791728694837,35.6487371669718,0.0882747764804804,0.0141385141899216,0.0710799014840378,0
480,65,0.646830692001666,36.3409556629762,0.0886297676078819,0.0141847426472334,0.0717924543742221,0
480,66,0.645989352507033,37.4417570301054,0.0887530666734837,0.0142733499697586,0.072991799927555,0
480,67,0.644897072543952,38.3304607551492,0.0874855638243864,0.0138479197366776,0.0722249155322878,0
480,68,0.64182862389239,38.7463378370459,0.0886700803261495,0.013601656958569,0.0674589547707144,0
480,69,0.639881617604541,39.3859260626363,0.0889877785406964,0.0136342550189537,0.0667100097420539,0
480,70,0.636915193396755,40.5283942200637,0.086993410693733,0.0133761138136289,0.0656628730892512,0
480,71,0.637377257634526,41.4829205613265,0.0890069876679336,0.0135200403654151,0.0643139765956356,0
480,72,0.636258075568149,42.3436826819531,0.0881760059526135,0.0132942056311889,0.0642140265832419,0
480,73,0.632837786445403,43.3061416230206,0.0868143202875355,0.0128203054824829,0.0629462686256848,0
480,74,0.631925720244218,44.2218625184454,0.0867983363442655,0.0129273006008525,0.0600826063110433,0
480,75,0.62884726473084,45.4407720342656,0.0873966698236377,0.0128046583578463,0.0582774703679195,0
480,76,0.627530009020085,46.5350024533654,0.0852206014327339,0.012551510463631,0.0580783343678827,0
480,77,0.625184302414313,47.394631066797,0.0853301568368311,0.0123995630331143,0.0573881811858706,0
480,78,0.623892644553613,48.2726138124015,0.0857116015517406,0.0123530051227806,0.0566682602814435,0
480,79,0.620407908526647,49.3102365963392,0.0810192026588856,0.0117269760820138,0.0570671211461341,0
480,80,0.616274310191124,50.6437872841379,0.0797638952624738,0.0116123266787665,0.0564659084724337,0
480,81,0.611955265894161,51.6808201481184,0.0788864371778672,0.0113827971652583,0.0539731596522183,0
480,82,0.60881662321347,52.5544087896777,0.0797300413530537,0.0114865956239136,0.0539774432796999,0
480,83,0.605809669146233,53.3481921986732,0.0808960699777145,0.0115603503319527,0.0537748635204778,0
480,84,0.604554346416776,54.221551426576,0.0804534110943726,0.0111972582292412,0.0536454645893627,0
480,85,0.601751672155962,56.0720611608289,0.0795039700888065,0.0110928670703246,0.0533223039285879,0
480,86,0.600105964563825,56.521057609114,0.0786606822633458,0.0109267037969947,0.0528834433192702,0
480,87,0.598534950613565,57.3100068334526,0.0779971569340974,0.0107656112570848,0.0531166563633319,0
480,88,0.596432967150852,58.7647822366372,0.0790304087539776,0.0107348593787373,0.054203633338931,0
480,89,0.595016727247093,60.2559034551709,0.0785475334659233,0.0106231024267417,0.0531190009086881,0
480,90,0.591917084352414,61.355714178978,0.0768284417013805,0.010392330747031,0.0529475768647039,0
480,91,0.5895974501746,62.500075237902,0.0756785689402802,0.0101032885427167,0.0514207409014918,0
480,92,0.58737784212,64.1844155609039,0.0767295593844701,0.0101877217034097,0.0514659801066813,0
480,93,0.582920084325196,65.3035175385386,0.0755374331634042,0.010048427231639,0.0509520926481429,0
480,94,0.58143989972915,66.0211350840419,0.0754917144943068,0.00983188422533883,0.0479378804352298,0
