"k","lasso"
3,0.112402197293894
5,0.132793988104894
7,0.127569106782976
9,0.121409810984268
11,0.126295759051686
13,0.133600007952856
15,0.141049294238802
17,0.146409591891969
19,0.146571500911336
21,0.140870021884075
23,0.145850303506901
25,0.150204439483798
27,0.158027559581967
29,0.15256466920498
31,0.147623507663874
33,0.149536795912069
35,0.149927874370471
37,0.153988180269082
39,0.159058863537701
41,0.163429730581552
43,0.170225099013304
45,0.168772322484883
47,0.16331925885111
49,0.166949556525524
51,0.16292955981627
53,0.160909891309031
55,0.165718697280674
57,0.166811021960925
59,0.159530233068167
61,0.161078566110285
63,0.168128817566733
65,0.170600731998299
67,0.172647779422143
69,0.173169196152156
71,0.172119412197659
73,0.172214880151932
75,0.173901684689544
77,0.175460118624391
79,0.176330430271794
81,0.179422781948642
83,0.175185947557634
85,0.175636103188987
87,0.166766586426885
89,0.15588489513944
91,0.163434842412102
93,0.165443873848891
95,0.173722427734723
97,0.174857195534425
99,0.174668229463932
101,0.175128504966052
103,0.172744652040969
105,0.170856698283764
107,0.16117334721043
109,0.163100431655846
111,0.156566204193359
113,0.168478407260544
115,0.171545354914085
117,0.162757532780397
119,0.164118783785494
121,0.146677918782585
123,0.141006600016629
125,0.15627287708383
127,0.165486035570489
129,0.146695397092322
131,0.146073917919219
133,0.144904225631865
135,0.133870997087188
137,0.142536074943775
139,0.134780267655362
141,0.128568276337611
143,0.116104135626995
145,0.112011877860929
147,0.095995174982269
149,0.120771524547069
151,0.123411900919627
