"T_in","k","sharpe_oos","turnover_median","weight_instability_L1_median","weight_instability_L2_median","selection_instability_mean","nnz_mismatch_count"
480,3,0.585970318145625,8.22154106892866,0.222290993587626,0.142198907198381,0.0768361581920904,0
480,4,0.589726914388574,9.3298184065908,0.352127199512596,0.201674060644227,0.0753295668549906,0
480,5,0.593010701370459,13.4094318489148,0.574499274101929,0.305809586398995,0.0788270110304009,0
480,6,0.602445579443961,16.0720624933083,0.868889777963717,0.418724233304691,0.0899919289749798,0
480,7,0.607843275438314,18.8962992778178,1.20606585449329,0.566013084616921,0.104833647206529,0
480,8,0.61326952750622,24.5726155905105,1.40514195661336,0.615515585768663,0.0878844946641557,0
480,9,0.615168778003388,27.4642957241624,1.74069748799967,0.696915194207243,0.0910631741140216,0
480,10,0.623703211511802,29.4547913460162,1.84722151379616,0.714531632331097,0.100022388157981,0
480,11,0.630581407417675,31.1253433189234,1.97116569013827,0.747065155246989,0.0940481364210178,0
480,12,0.63464115611005,33.2761826063844,2.19972931666257,0.798585720089702,0.0827466318991743,0
480,13,0.636567994684938,35.4148764104786,2.31049708578701,0.81768933015069,0.0909422526072576,0
480,14,0.639438607573434,37.4405054525493,2.46316014513221,0.883123380036032,0.101069015176692,0
480,15,0.642097074644328,39.5182262031359,2.85515092964307,0.912053813499277,0.0891076769690927,0
480,16,0.640664201479909,43.8231593064562,3.20332272604552,1.01691916503159,0.0947022480317333,0
480,17,0.641489081705297,46.424953285319,3.47905551138164,1.06173501168622,0.0981564079690753,0
480,18,0.643428601341474,48.9252155684199,3.82593537900973,1.17142308336036,0.0843549551845716,0
480,19,0.645012519051206,51.9914896915108,3.86045716126945,1.12462264662746,0.0846026322813353,0
480,20,0.645179903349563,54.6836249443856,4.13755222352516,1.16133698936517,0.088317643218159,0
480,21,0.645790492879822,57.2230393562541,4.44486725997494,1.2414917384476,0.0899544449654988,0
480,22,0.650256146999889,62.0654955817995,4.69291638031293,1.29608701022553,0.0825546548759519,0
480,23,0.653917037329839,65.1303651283723,4.81646560404732,1.33233006347846,0.0803122635890998,0
480,24,0.655789819199936,69.5464397169308,5.31293030087337,1.37854545467643,0.0803780274966715,0
480,25,0.656827797589972,72.5103936661808,5.61855719032418,1.41970593963607,0.0854236209778777,0
480,26,0.657107100566617,76.8849429937011,5.95754637093784,1.49066027385452,0.0782631731394638,0
480,27,0.65906080868284,80.4987167834337,6.4518254822661,1.59235496917028,0.0809356822799254,0
480,28,0.662607552395504,83.4614600287813,6.51872880027224,1.54761879300595,0.0825265151277104,0
480,29,0.664422013833043,86.9881334267524,6.98521286083579,1.64563979355916,0.0735055585930381,0
480,30,0.665383439377575,90.7300798057237,6.89141303370399,1.64243021877516,0.0753017097290728,0
480,31,0.668311031301965,94.9927785893243,7.23763316575737,1.64797293312339,0.0759992389354304,0
480,32,0.667976976745115,99.3548182556606,7.57296635722916,1.68705173319647,0.0795999946548301,0
