"k","lasso"
3,0.116366662560991
5,0.164353881411682
7,0.155137451655534
9,0.157922822920451
11,0.171877103647288
13,0.171580955738039
15,0.174680583586314
17,0.170031854458571
19,0.166138333461915
21,0.169430035424223
23,0.170517628787435
25,0.165763930451577
27,0.166671037849509
29,0.170951854980045
31,0.167803136567433
33,0.172739209176726
35,0.173532512278198
37,0.16616482938701
39,0.164662780569481
41,0.171124140995221
43,0.171459795024528
45,0.171632446185271
47,0.169776691313289
49,0.171639417965174
51,0.177230488165601
53,0.175141190344137
55,0.16950975030556
57,0.172070402693447
59,0.171412648705561
61,0.176058326169359
63,0.179083192620161
65,0.185503244827047
67,0.189437844322272
69,0.184089375852059
71,0.186357807467057
73,0.185845663271437
75,0.186242717085259
77,0.187549323601156
79,0.186249581429691
81,0.190035270968729
83,0.192181992459951
85,0.187931738194012
87,0.189956070072153
89,0.193813898644086
91,0.190920506055297
93,0.189264013718327
95,0.190894935610977
97,0.18864470250898
99,0.183685942447067
101,0.187105943332414
103,0.190558222449362
105,0.194208730270406
107,0.186463283294269
109,0.189389844972747
111,0.18731589604349
113,0.182244047243919
115,0.18564817822353
117,0.196421008966403
119,0.193817301825899
121,0.195271692653312
123,0.184642602695654
125,0.196455217316631
127,0.19067193708459
129,0.184419671521476
131,0.186362840696524
133,0.17699011889174
135,0.183041167484015
137,0.17252476264428
139,0.173479617971279
141,0.17606471934458
143,0.177104994251081
145,0.178349350071937
147,0.17592950721011
