"k","lasso"
3,0.119622546660017
5,0.0703897964099364
7,0.108834938132062
9,0.125834054918915
11,0.113273780368481
13,0.114837524857213
15,0.116438258557503
17,0.126892891636852
19,0.139008431318078
21,0.145160784666603
23,0.152296041586753
25,0.156713569358395
27,0.148774581796458
29,0.155190764018669
31,0.154991447382623
33,0.158798034976113
35,0.161802111112754
37,0.161334251099681
39,0.162682578680027
41,0.159799983588835
43,0.162453085058594
45,0.164952097045149
47,0.15805200423866
49,0.160146163383529
51,0.164811477475783
53,0.161801906068351
55,0.170345648471571
57,0.170189848147657
59,0.179610619493728
61,0.173729465678493
63,0.172324171166052
65,0.167350805503707
67,0.174717250317754
69,0.179230813131091
71,0.172862566745851
73,0.175025843138361
75,0.172505688751137
77,0.173619837452024
79,0.169111845619161
81,0.168903050892649
83,0.160786741321778
85,0.145014872728393
87,0.173374268168235
89,0.179547984468482
91,0.149388647933272
93,0.157138247012686
95,0.16094301721248
97,0.176895510493342
99,0.176685189091253
