"k","lasso"
3,0.0853813105474798
5,0.147373930314581
7,0.179453229246381
9,0.184152399312899
11,0.189933855212433
13,0.193115405052912
15,0.183028461354642
17,0.17735521221555
19,0.174905741786428
21,0.173580730438593
23,0.171332549683396
25,0.170634139835303
27,0.167546966693606
29,0.170435025337738
31,0.17150590931934
33,0.165714730829854
35,0.163510905956088
37,0.160958492419036
39,0.166341567612598
41,0.16930618718852
43,0.167951586574655
45,0.168257890391215
47,0.161525260664323
49,0.159906185156439
51,0.163023322392617
53,0.163990931858075
55,0.162012851465578
57,0.16111607738833
59,0.159132736373987
61,0.161448633330654
63,0.164956129842302
65,0.168940902382659
67,0.169240645279605
69,0.168664658933214
71,0.169882193981505
73,0.171063217503166
75,0.174099689695853
77,0.174193158507111
79,0.173474344849236
81,0.171831814007297
83,0.15715201495138
85,0.155314272177023
87,0.155299771375018
89,0.153469174850177
91,0.153047702553647
93,0.15434336083751
95,0.155108972095002
97,0.148852973465226
99,0.151709153173883
101,0.150381675573595
103,0.136877736924573
105,0.143349915083485
107,0.146013472478544
109,0.137828169781363
111,0.137107752097924
113,0.133091507982689
115,0.137621265128965
117,0.1338114504533
119,0.130442153495863
121,0.125689701816106
123,0.11721904011865
125,0.126437194271371
127,0.127238176225408
129,0.128582745258648
131,0.131303766171487
133,0.142992062240393
135,0.152333241105547
137,0.147864761816164
139,0.14751385210865
141,0.146939584940219
143,0.150742660424377
145,0.151328546884879
147,0.154432133123951
