"k","lasso"
3,0.143026395925452
5,0.152805359080057
7,0.152967780062625
9,0.145456698142774
11,0.148261245251689
13,0.15071218224175
15,0.158518872253387
17,0.158415702846999
19,0.171132820491218
21,0.17975680261809
23,0.17137965616095
25,0.177551528417197
27,0.175315167900904
29,0.171313203930446
31,0.172818815748068
33,0.171048152113743
35,0.171525671007578
37,0.172039666659714
39,0.175512463945395
41,0.178675197272458
43,0.18158271629396
45,0.182821439585408
47,0.179014720660182
49,0.178200984854543
51,0.181853423229005
53,0.18637399119785
55,0.185086874201291
57,0.182548358344917
59,0.179449755156831
61,0.182828801330744
63,0.181010619239084
65,0.180008930485845
67,0.178261614729176
69,0.175472606548236
71,0.172544478930551
73,0.169564281345949
75,0.164203570520518
77,0.154019019336849
79,0.156177666549991
81,0.158088723829194
83,0.158510450463015
85,0.155929899172274
87,0.156265003840414
89,0.156238275243505
91,0.160365164327258
93,0.161448945852955
95,0.164352863639669
97,0.163221070409565
99,0.163425456807535
