"k","lasso"
3,0.122932447088693
5,0.140846632046548
7,0.157884161191673
9,0.152289110467556
11,0.145688677383904
13,0.151591297358913
15,0.143895893064523
17,0.149315927452067
19,0.167357980129503
21,0.160783459630765
23,0.166081390012261
25,0.174498462601537
27,0.177103087741162
29,0.175315558022813
31,0.172424006703143
33,0.179703227010361
35,0.181374172570433
37,0.184090520321919
39,0.182409976660794
41,0.186186910827176
43,0.186662753548319
45,0.19251349510033
47,0.191594358927492
49,0.185494140958536
51,0.177928895587184
53,0.177252021237956
55,0.176470873012095
57,0.176451395504052
59,0.179483013608116
61,0.175675258410683
63,0.183078500192452
65,0.182727374907674
67,0.173664835072298
69,0.182134295245772
71,0.171956930324222
73,0.178458283260017
75,0.17680668869482
77,0.184938487455813
79,0.19002651131705
81,0.18783970304411
83,0.167792250425773
85,0.177820585462059
87,0.168184848032922
89,0.166562850905375
91,0.168769103376598
93,0.166482839037365
95,0.171688035721648
97,0.165467245203514
99,0.172384441303047
101,0.178702554890118
