"k","lasso"
3,0.112907467103242
5,0.144053631953836
7,0.129936724507539
9,0.147567751393281
11,0.153953217595391
13,0.159153010311997
15,0.1597687721956
17,0.156647807639193
19,0.164941657656609
21,0.156380902381324
23,0.155624821532758
25,0.150992261896654
27,0.153038972945867
29,0.16136627671535
31,0.161159954764119
33,0.162242683456707
35,0.165604029359302
37,0.167326385560726
39,0.164353456831501
41,0.164413781307578
43,0.165987732769096
45,0.164923732368524
47,0.164295424641211
49,0.167466014467075
51,0.166673420176673
53,0.167832540418624
55,0.166297995668959
57,0.16430280477869
59,0.169168357434964
61,0.168761090100876
63,0.171549868074385
65,0.163719457155986
67,0.165323857152617
69,0.167783029759917
71,0.173322332316837
73,0.170240591652914
75,0.172046464281522
77,0.175083711565918
79,0.177708730187023
81,0.178346855587799
83,0.180372490894452
85,0.183899381886556
87,0.178962013612227
89,0.17915193810962
91,0.179030195796171
93,0.181288759520121
95,0.184044750306348
97,0.183908062090585
99,0.186707870186275
101,0.189191742977681
103,0.193535264632102
105,0.192004409277576
107,0.191078005575624
109,0.189379839253435
111,0.191866845846222
113,0.190504258008591
115,0.196719167729563
117,0.192004994759002
119,0.171578874080167
121,0.192605761675377
123,0.188412535370468
125,0.191251841341049
127,0.170999526334361
129,0.161946806094362
131,0.188374449723584
133,0.194733804457855
135,0.183480896402753
137,0.195325956959342
139,0.179959002951866
141,0.157706584466761
143,0.1545959437694
145,0.121113228816076
147,0.145345215260513
149,0.155577272724425
151,0.163581741241788
