"k","lasso"
3,0.103516116289431
5,0.124877863650252
7,0.142336564041641
9,0.151762757261302
11,0.151798794574726
13,0.144164796595957
15,0.149144621729657
17,0.145693681564465
19,0.145436106108651
21,0.150406100066031
23,0.150038193013559
25,0.144819579936179
27,0.148004021106875
29,0.1541100317074
31,0.152189949341835
33,0.154949168396995
35,0.152961966892183
37,0.152599565918425
39,0.150676445915717
41,0.15469687562269
43,0.152856417768517
45,0.16014713262218
47,0.161238783666519
49,0.164438685740836
51,0.163245191781201
53,0.165689892230403
55,0.168951801609136
57,0.169240257083595
59,0.167272006873651
61,0.166201475056158
63,0.163148649084496
65,0.164673973810109
67,0.165452670600994
69,0.167756123728612
71,0.170156699070735
73,0.173418711789258
75,0.170127750721647
77,0.166206291407066
79,0.160372843327343
81,0.155892619624492
83,0.163015611359327
85,0.165133960392679
87,0.165095084063934
89,0.161525390511218
91,0.159605278233768
93,0.161692617996878
95,0.166321528811321
97,0.165472354457425
99,0.165458354341521
101,0.161152800390556
103,0.15967741850166
105,0.155574129369626
107,0.163766952309995
109,0.156353397322545
111,0.149093435718894
113,0.151561117910638
115,0.141841025447348
117,0.146549963760604
119,0.143839717504998
121,0.145178046138068
123,0.159449963421309
125,0.167991521620755
127,0.167921825185726
129,0.17641666190006
131,0.182872670529688
133,0.176520070440771
135,0.177953218756234
137,0.181563046926593
139,0.180539083744109
141,0.172150723189961
143,0.181871782526837
145,0.180633097745911
147,0.180659883914787
149,0.180953858679364
