Date,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
201802  ,-3.75  ,-5.05  ,-4.01  ,-5.07  ,-3.79  ,-3.06
201803   ,0.59   ,0.78   ,0.74  ,-1.61  ,-2.42  ,-2.70
201804   ,2.07   ,0.55  ,-0.24   ,1.52   ,0.39  ,-0.04
201805   ,6.43   ,5.09   ,1.92   ,1.44   ,2.34   ,3.13
201806  ,-0.10   ,0.58   ,2.17   ,0.77  ,-0.01   ,0.89
201807   ,0.68   ,2.15   ,1.97   ,3.09   ,3.02   ,4.09
201808   ,4.06   ,3.35   ,1.53   ,1.65   ,2.13   ,5.14
201809  ,-1.92  ,-2.05  ,-2.12  ,-0.04   ,0.13   ,0.81
201810 ,-11.21  ,-9.87 ,-11.48  ,-8.18  ,-6.71  ,-7.52
201811  ,-0.07   ,1.15   ,0.42   ,2.29   ,2.34   ,1.35
201812 ,-11.20 ,-10.92 ,-12.47  ,-9.72  ,-8.85  ,-8.96
201901  ,11.64  ,10.36  ,12.63   ,9.70   ,9.32   ,7.31
201902   ,5.44   ,4.88   ,5.04   ,3.22   ,2.88   ,3.85
201903  ,-1.98  ,-2.70  ,-2.43  ,-0.17   ,0.92   ,2.83
201904   ,2.07   ,4.24   ,4.42   ,4.52   ,3.81   ,4.43
201905  ,-7.19  ,-8.05  ,-8.61  ,-7.67  ,-5.86  ,-6.68
201906   ,6.98   ,8.16   ,8.35   ,8.07   ,6.16   ,7.61
201907   ,0.36   ,0.44   ,0.10   ,1.02   ,1.29   ,1.76
201908  ,-5.80  ,-4.94  ,-6.45  ,-3.67  ,-2.84  ,-0.26
201909   ,0.55   ,3.88   ,3.90   ,1.81   ,1.99   ,1.30
201910   ,1.99   ,1.31   ,2.94   ,1.59   ,1.58   ,2.72
201911   ,5.41   ,2.74   ,3.00   ,4.58   ,3.66   ,3.73
201912   ,4.22   ,3.80   ,3.17   ,2.90   ,2.00   ,3.63
202001  ,-3.96  ,-3.57  ,-4.51   ,1.00  ,-1.51   ,1.36
202002  ,-7.77  ,-9.65 ,-10.09  ,-8.38  ,-8.38  ,-7.80
202003 ,-21.10 ,-23.93 ,-28.60 ,-17.43 ,-14.25  ,-9.80
202004  ,16.32  ,14.97  ,19.74  ,12.87  ,12.62  ,13.57
202005   ,6.61   ,6.91   ,8.78   ,5.52   ,5.40   ,5.06
202006   ,3.60   ,3.19   ,3.63   ,1.88  ,-0.16   ,4.51
202007   ,3.08   ,3.32   ,3.34   ,5.21   ,6.45   ,6.24
202008   ,5.13   ,5.48   ,7.31   ,4.81   ,6.74   ,9.40
202009  ,-3.82  ,-4.19  ,-2.88  ,-2.94  ,-4.30  ,-3.77
202010   ,2.90   ,3.24   ,1.50  ,-1.42  ,-0.54  ,-4.29
202011  ,18.54  ,17.13  ,18.31  ,14.93  ,12.52  ,10.24
202012   ,9.56   ,7.78   ,6.75   ,4.68   ,4.32   ,4.11
202101   ,6.63   ,1.36   ,2.55  ,-0.62   ,0.42  ,-1.68
202102   ,5.47  ,10.21   ,8.95   ,6.04   ,3.33   ,0.74
202103  ,-0.54   ,4.73   ,5.34   ,1.11   ,4.80   ,3.74
202104   ,2.08   ,3.37   ,4.99   ,4.46   ,6.28   ,5.23
202105   ,0.83   ,1.83   ,2.56   ,1.19   ,1.48  ,-0.24
202106   ,1.66  ,-0.92  ,-1.11   ,1.75   ,0.95   ,4.19
202107  ,-6.14  ,-0.21  ,-1.60  ,-2.73   ,2.59   ,3.04
202108   ,1.55   ,1.63   ,1.07   ,2.34   ,3.69   ,2.81
202109  ,-2.25  ,-2.43  ,-3.17  ,-1.63  ,-4.27  ,-5.80
202110   ,2.99   ,5.19   ,3.78   ,5.23   ,8.24   ,6.76
202111  ,-7.18  ,-1.92  ,-2.93  ,-7.46  ,-1.59   ,0.67
202112   ,0.50   ,4.68   ,3.30   ,0.27   ,3.67   ,4.70
202201  ,-8.23  ,-6.90  ,-7.01  ,-2.90  ,-5.52  ,-6.03
202202   ,1.93   ,0.59   ,0.08   ,0.27  ,-1.69  ,-3.83
202203   ,3.63   ,0.24   ,0.55   ,1.57   ,4.19   ,3.97
202204 ,-10.51  ,-6.81  ,-7.60  ,-9.70 ,-10.48  ,-7.95
202205  ,-0.63   ,2.04   ,1.71   ,1.00   ,1.49  ,-1.79
202206  ,-8.93  ,-7.68  ,-8.64 ,-12.18  ,-9.00  ,-6.77
202207   ,8.88   ,9.27  ,12.59   ,8.10   ,8.73  ,10.28
202208  ,-1.27  ,-3.63  ,-4.18  ,-1.99  ,-3.80  ,-4.36
202209  ,-8.83 ,-10.23 ,-11.60  ,-9.30  ,-8.24  ,-9.62
202210   ,8.08  ,11.71  ,12.01   ,9.12   ,8.05   ,7.34
202211   ,1.31   ,5.73   ,6.95   ,3.88   ,5.56   ,5.45
202212  ,-6.18  ,-5.05  ,-5.82  ,-5.87  ,-6.35  ,-5.95
202301  ,10.22  ,10.27  ,11.38   ,8.08   ,6.92   ,6.24
202302  ,-2.55  ,-1.35  ,-1.59  ,-2.85  ,-2.33  ,-2.19
202303  ,-4.51  ,-2.86  ,-3.97  ,-0.67   ,1.74   ,6.36
202304  ,-1.77  ,-1.29   ,0.63   ,0.04   ,0.55   ,2.19
202305  ,-0.13  ,-2.18  ,-3.93  ,-1.44   ,0.36   ,1.49
202306   ,6.82   ,9.38  ,10.50   ,6.04   ,6.53   ,7.18
202307   ,5.94   ,4.78   ,5.96   ,3.86   ,4.36   ,2.53
202308  ,-6.29  ,-3.31  ,-2.36  ,-3.89  ,-1.77  ,-0.66
202309  ,-6.34  ,-5.54  ,-3.81  ,-4.14  ,-3.55  ,-5.22
202310  ,-8.01  ,-5.34  ,-4.87  ,-3.01  ,-3.54  ,-1.27
202311  ,10.16   ,8.66   ,7.35  ,12.15   ,8.09   ,9.03
202312  ,11.39  ,10.57   ,8.27   ,6.49   ,5.50   ,3.58
202401  ,-4.15  ,-2.39  ,-2.40   ,1.58  ,-0.08   ,2.97
202402   ,3.78   ,3.61   ,5.35   ,4.87   ,5.85   ,5.42
202403   ,2.93   ,3.62   ,5.24   ,3.47   ,3.49   ,2.92
202404  ,-6.23  ,-4.91  ,-6.30  ,-4.82  ,-3.00  ,-4.08
202405   ,4.79   ,4.66   ,3.84   ,2.25   ,3.53   ,6.83
202406  ,-0.93  ,-1.09  ,-3.18   ,0.25   ,2.51   ,4.91
202407   ,8.07   ,8.01   ,6.82   ,2.67   ,1.31   ,0.60
202408  ,-0.44  ,-0.62  ,-1.33   ,2.03   ,2.72   ,2.25
202409   ,1.61   ,1.28   ,1.45   ,2.35   ,2.27   ,2.03
202410   ,0.13  ,-1.61  ,-1.80  ,-0.83   ,1.12  ,-2.50
202411  ,10.11   ,8.72   ,8.58   ,9.24   ,6.73   ,5.30
202412  ,-6.82  ,-7.22  ,-7.26  ,-5.39  ,-3.08  ,-0.91
202501   ,3.88   ,3.53   ,1.66   ,6.22   ,3.44   ,1.75
202502  ,-5.63  ,-4.09  ,-3.65  ,-2.30  ,-2.60  ,-0.99
202503  ,-7.68  ,-4.28  ,-4.53  ,-5.73  ,-5.51  ,-6.35
202504  ,-0.52  ,-1.24  ,-2.72   ,0.56  ,-0.40  ,-0.42
202505   ,5.33   ,6.50   ,5.70   ,7.03   ,7.21   ,5.65
202506   ,6.04   ,4.23   ,3.57   ,6.80   ,5.42   ,4.52
202507   ,1.88   ,0.77   ,2.65   ,1.65   ,1.20   ,3.32
202508   ,6.29   ,5.75   ,4.72   ,2.47   ,2.64   ,1.47
202509   ,4.20   ,0.55  ,-0.83   ,5.58   ,2.72   ,4.02
202510   ,2.44  ,-1.50  ,-0.70   ,3.55   ,0.72   ,2.97
