Date,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
201801   ,6.56   ,4.43   ,7.17   ,4.31   ,4.38   ,4.25
201802  ,-1.59  ,-1.42   ,0.73  ,-1.36  ,-1.44  ,-1.42
201803  ,-3.18  ,-1.50  ,-0.30  ,-3.32  ,-1.32   ,0.78
201804  ,-0.97   ,0.05  ,-2.94   ,0.87   ,0.74   ,0.11
201805  ,-1.41  ,-1.01   ,2.24  ,-2.17  ,-1.82   ,0.00
201806  ,-3.67  ,-2.50  ,-3.22  ,-3.38  ,-2.16  ,-1.57
201807  ,-0.89  ,-0.37  ,-1.56   ,0.54   ,0.31  ,-0.41
201808  ,-1.06  ,-1.17   ,1.07  ,-0.83  ,-0.84   ,1.52
201809   ,0.73   ,1.44   ,0.99   ,4.32   ,3.13   ,2.26
201810  ,-7.72  ,-8.35 ,-10.39  ,-7.45  ,-7.74 ,-10.92
201811   ,0.68   ,1.74   ,2.09  ,-0.15   ,0.59   ,2.58
201812  ,-8.85  ,-9.70 ,-13.27  ,-6.51  ,-6.02  ,-8.02
201901   ,3.96   ,2.95   ,5.89   ,6.01   ,5.22   ,5.53
201902   ,1.79   ,2.33   ,3.30  ,-0.67  ,-0.59   ,2.36
201903   ,0.02  ,-0.62   ,0.75   ,0.25  ,-0.31   ,1.72
201904   ,0.26   ,1.27   ,1.00  ,-0.28   ,2.02   ,2.39
201905  ,-3.86  ,-2.98  ,-2.67  ,-3.04  ,-3.83  ,-3.91
201906   ,2.62   ,2.47   ,1.65   ,2.36   ,3.11   ,2.62
201907   ,0.94   ,1.20   ,2.24  ,-0.69   ,0.34   ,1.84
201908  ,-2.86  ,-2.38  ,-3.82  ,-0.71  ,-0.57  ,-1.45
201909   ,4.21   ,3.50   ,3.18   ,4.09   ,4.63   ,3.19
201910   ,5.49   ,6.01   ,6.03   ,5.47   ,4.78   ,4.29
201911   ,1.42   ,0.95   ,2.93   ,0.82   ,0.36   ,0.92
201912   ,2.76   ,3.54   ,3.22   ,1.35   ,1.97   ,3.25
202001  ,-3.27  ,-3.13  ,-3.73  ,-1.39  ,-1.08  ,-3.02
202002 ,-14.40 ,-13.39 ,-14.87  ,-9.43  ,-9.97  ,-8.82
202003  ,-3.43  ,-3.27  ,-5.44  ,-5.45  ,-4.54  ,-5.59
202004   ,4.60   ,4.50   ,9.36   ,2.26   ,3.49   ,9.73
202005   ,7.28   ,6.78  ,10.66   ,4.85   ,6.73   ,7.08
202006  ,-0.45  ,-0.42   ,0.12  ,-2.57   ,0.22   ,1.94
202007  ,-4.51  ,-3.57  ,-3.14  ,-2.57  ,-3.99   ,1.18
202008   ,7.96   ,7.17  ,10.93   ,9.00   ,9.66   ,5.03
202009   ,4.85   ,5.59   ,7.45   ,3.15   ,0.62   ,2.18
202010  ,-3.14  ,-3.41  ,-3.48  ,-0.90  ,-2.66  ,-1.54
202011   ,5.24   ,4.44   ,7.86   ,8.34  ,11.07  ,14.01
202012   ,3.17   ,2.79   ,1.84   ,4.22   ,5.18   ,3.02
202101  ,-0.78  ,-0.98  ,-2.25   ,1.01  ,-1.78  ,-1.95
202102   ,0.70  ,-0.28   ,0.09   ,2.44   ,2.46  ,-0.75
202103   ,2.74   ,3.54   ,2.59   ,3.27   ,1.75  ,-0.48
202104  ,-1.62  ,-2.14  ,-1.67  ,-1.34  ,-1.96  ,-1.24
202105  ,-0.59  ,-0.03  ,-1.40   ,1.29   ,3.19  ,-1.50
202106   ,0.81   ,0.58   ,2.46   ,0.18   ,0.13  ,-0.50
202107   ,0.89   ,1.19  ,-1.89  ,-0.83  ,-1.64  ,-0.99
202108   ,1.07   ,1.89   ,2.98   ,3.56   ,1.77   ,3.88
202109   ,2.45   ,1.47   ,1.15   ,1.57   ,3.24   ,3.89
202110  ,-4.17  ,-4.79  ,-4.54  ,-4.02  ,-3.89  ,-3.48
202111  ,-5.27  ,-4.62  ,-4.64  ,-3.75  ,-2.45  ,-2.31
202112   ,2.61   ,3.69  ,-1.76   ,3.09   ,1.21   ,0.24
202201  ,-5.22  ,-4.35 ,-12.79  ,-3.19  ,-3.29  ,-7.72
202202   ,1.80   ,1.86   ,2.01   ,0.27   ,0.17  ,-1.80
202203  ,-4.05  ,-5.18  ,-0.60  ,-2.06  ,-1.54  ,-0.72
202204  ,-8.08  ,-8.21 ,-10.36  ,-8.89  ,-7.06  ,-9.69
202205   ,2.59   ,0.70   ,0.42   ,2.77   ,1.47   ,0.05
202206  ,-4.51  ,-4.46  ,-6.30  ,-6.13  ,-6.77  ,-7.56
202207   ,4.87   ,5.97   ,7.07   ,3.79   ,6.39   ,6.47
202208  ,-1.60  ,-2.15  ,-1.16  ,-2.16  ,-3.01  ,-3.82
202209  ,-6.90  ,-7.51  ,-8.45  ,-6.75  ,-9.19 ,-11.21
202210   ,0.28   ,0.35   ,2.19   ,0.90   ,1.74   ,4.13
202211  ,10.61  ,10.31  ,12.73  ,10.38  ,11.03   ,9.74
202212   ,2.81   ,2.89   ,1.34   ,1.66   ,1.71  ,-2.42
202301   ,4.39   ,4.79   ,5.42   ,2.75   ,5.48   ,6.55
202302  ,-1.54  ,-2.86  ,-4.33  ,-2.87  ,-3.36  ,-4.77
202303   ,4.90   ,4.27   ,2.93   ,4.69   ,4.11   ,4.39
202304  ,-0.01  ,-0.28  ,-2.53   ,1.69   ,0.06  ,-0.87
202305  ,-3.23  ,-3.80  ,-1.87  ,-0.85   ,2.22   ,2.02
202306   ,2.92   ,3.02   ,3.17   ,4.18   ,3.37   ,4.75
202307   ,3.45   ,4.26   ,0.76   ,3.58   ,3.00   ,2.30
202308   ,0.12  ,-0.31  ,-2.53  ,-0.85  ,-1.02  ,-3.45
202309  ,-1.67  ,-1.21  ,-3.17  ,-0.15  ,-1.05  ,-4.40
202310  ,-4.15  ,-3.75  ,-6.85  ,-4.29  ,-3.92  ,-5.20
202311   ,5.50   ,6.67   ,7.88   ,3.24   ,7.62  ,11.86
202312   ,6.03   ,6.37   ,5.66   ,4.99   ,3.66   ,5.56
202401   ,0.87   ,0.95  ,-0.10   ,2.43   ,4.18   ,2.90
202402   ,0.86   ,1.32   ,0.85   ,1.66   ,3.14   ,4.03
202403   ,2.54   ,4.32   ,1.50   ,2.90   ,4.04   ,2.76
202404  ,-5.78  ,-5.49  ,-8.16  ,-6.16  ,-4.55  ,-6.15
202405   ,1.07   ,0.84  ,-0.17   ,1.48   ,0.58   ,1.10
202406   ,0.71   ,1.27   ,0.73  ,-0.13  ,-1.03  ,-0.93
202407   ,7.34   ,7.04   ,5.78   ,6.20   ,9.56   ,3.67
202408  ,-0.18  ,-0.20   ,1.00  ,-1.60   ,0.64   ,0.53
202409   ,1.25   ,1.88   ,1.43   ,1.45   ,0.27  ,-0.83
202410  ,-5.36  ,-5.86  ,-6.56  ,-3.75  ,-3.53  ,-3.67
202411   ,2.23   ,2.04   ,1.40   ,0.60   ,1.58  ,-0.29
202412  ,-2.44  ,-0.84  ,-2.10  ,-0.69  ,-1.40   ,0.12
202501   ,1.90   ,0.36   ,1.42   ,0.91   ,1.74   ,0.87
202502   ,1.85   ,1.75   ,0.59   ,1.17  ,-0.00  ,-3.76
202503   ,2.82   ,3.49   ,1.45   ,0.99   ,1.54  ,-1.46
202504   ,4.79   ,5.58   ,6.11   ,5.24   ,5.64   ,6.33
202505   ,3.23   ,3.61   ,3.37   ,4.35   ,4.20   ,3.82
202506   ,3.13   ,3.23   ,2.88   ,2.10   ,2.03   ,1.65
202507   ,0.37   ,0.19  ,-0.20  ,-0.03  ,-2.30  ,-2.41
202508   ,6.93   ,7.44   ,8.44   ,5.74   ,8.76   ,6.00
202509   ,1.58   ,1.71   ,0.49   ,2.85   ,3.28   ,0.82
202510  ,-5.04  ,-4.15  ,-5.07   ,1.40   ,3.58   ,2.11
