Date,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
201804   ,2.12   ,1.40   ,0.52   ,0.76  ,-0.31   ,0.88
201805   ,5.53   ,4.58   ,5.53   ,1.17   ,1.00   ,4.59
201806   ,1.20   ,0.67  ,-0.08   ,0.96   ,0.22   ,0.49
201807   ,1.01   ,2.25   ,0.68   ,3.99   ,3.38   ,3.21
201808   ,2.98   ,3.06   ,4.42   ,0.75   ,2.21   ,6.24
201809  ,-1.38  ,-1.99  ,-2.17   ,0.56   ,0.59   ,0.17
201810 ,-10.16  ,-9.88 ,-12.70  ,-6.09  ,-6.19  ,-9.20
201811  ,-0.22   ,1.73  ,-0.51   ,2.17   ,3.34   ,0.39
201812 ,-11.68 ,-11.34 ,-11.09  ,-9.37  ,-9.10  ,-8.93
201901  ,11.24  ,10.20  ,12.70   ,7.92   ,7.96   ,9.61
201902   ,4.70   ,3.81   ,7.21   ,3.14   ,3.84   ,3.16
201903  ,-1.86  ,-3.23  ,-1.52   ,0.44   ,0.87   ,2.89
201904   ,2.34   ,4.17   ,2.86   ,3.23   ,4.06   ,5.10
201905  ,-7.75  ,-7.45  ,-7.70  ,-5.59  ,-6.34  ,-7.35
201906   ,6.78   ,7.09   ,8.45   ,7.36   ,6.72   ,7.39
201907   ,0.40   ,1.34  ,-0.69   ,1.14   ,0.97   ,2.23
201908  ,-6.57  ,-4.76  ,-5.17  ,-2.25  ,-1.30  ,-2.47
201909   ,3.03   ,3.36   ,0.49   ,2.82   ,2.52  ,-0.91
201910   ,1.30   ,1.87   ,2.24   ,1.69   ,1.78   ,2.71
201911   ,3.55   ,2.80   ,5.70   ,3.67   ,3.75   ,4.36
201912   ,5.07   ,3.03   ,3.68   ,3.85   ,2.45   ,2.10
202001  ,-4.82  ,-4.54  ,-2.55  ,-1.27   ,0.15   ,2.14
202002  ,-9.82  ,-9.30  ,-7.81  ,-9.23  ,-8.19  ,-6.40
202003 ,-25.08 ,-22.71 ,-22.84 ,-12.66 ,-14.48 ,-11.38
202004  ,19.23  ,13.05  ,17.63  ,13.25  ,10.94  ,15.62
202005   ,6.28   ,4.40   ,9.56   ,4.27   ,5.15   ,6.57
202006   ,4.16   ,2.03   ,4.31   ,2.28   ,1.77   ,3.07
202007   ,4.61   ,3.21   ,2.25   ,6.31   ,4.15   ,8.03
202008   ,5.06   ,4.70   ,7.18   ,7.51   ,7.30   ,8.16
202009  ,-4.38  ,-4.55  ,-2.25  ,-4.24  ,-2.72  ,-4.29
202010   ,1.62   ,4.33   ,1.93  ,-3.26  ,-2.60  ,-1.81
202011  ,19.78  ,15.34  ,19.25  ,12.55  ,12.65  ,10.37
202012   ,8.22   ,7.76   ,8.83   ,5.21   ,3.98   ,3.40
202101   ,6.88   ,2.31   ,4.52   ,0.04  ,-1.01  ,-1.59
202102   ,7.88   ,8.58   ,5.93   ,1.51   ,3.24   ,3.07
202103   ,3.21   ,4.02  ,-1.12   ,5.52   ,4.96   ,0.45
202104   ,2.75   ,3.68   ,2.97   ,3.80   ,4.84   ,7.76
202105   ,3.13   ,1.64  ,-1.15   ,1.56   ,1.29  ,-1.12
202106   ,0.50  ,-0.92   ,2.12   ,1.19   ,1.24   ,5.57
202107  ,-3.89  ,-1.35  ,-5.14   ,1.52   ,2.66   ,0.54
202108   ,0.61   ,2.61   ,1.58   ,1.72   ,2.97   ,4.29
202109  ,-0.48  ,-3.01  ,-4.30  ,-4.03  ,-4.70  ,-4.41
202110   ,3.87   ,4.54   ,3.40   ,4.89   ,6.97   ,9.20
202111  ,-4.79  ,-3.03  ,-6.52  ,-0.31  ,-2.79  ,-0.52
202112   ,3.31   ,4.67  ,-1.41   ,6.53   ,5.17  ,-1.93
202201  ,-4.46  ,-6.55 ,-12.95  ,-0.99  ,-4.82 ,-11.86
202202   ,2.60   ,0.80  ,-0.80  ,-1.30  ,-3.07  ,-3.07
202203   ,4.51   ,0.59  ,-0.39   ,4.59   ,2.46   ,3.89
202204  ,-6.79  ,-7.80 ,-12.84  ,-5.77  ,-7.66 ,-16.13
202205   ,2.85   ,0.75  ,-3.19   ,1.52   ,0.00  ,-2.84
202206 ,-11.44  ,-7.59  ,-5.47  ,-9.69  ,-7.40  ,-8.69
202207   ,8.37   ,8.45  ,11.74   ,5.65   ,8.55  ,15.21
202208  ,-2.31  ,-2.45  ,-2.12  ,-2.27  ,-3.83  ,-5.17
202209 ,-10.27  ,-8.96 ,-10.00  ,-8.94  ,-9.08  ,-9.10
202210  ,11.34  ,10.92   ,7.74  ,13.18   ,7.44   ,3.49
202211   ,4.36   ,4.93   ,1.35   ,5.55   ,6.03   ,3.47
202212  ,-5.17  ,-4.70  ,-7.23  ,-3.39  ,-6.01  ,-9.16
202301  ,11.17   ,8.51  ,11.93   ,4.11   ,6.13  ,11.75
202302  ,-2.82  ,-1.23  ,-2.08  ,-2.77  ,-2.46  ,-1.63
202303  ,-3.33  ,-4.11  ,-4.02   ,0.11   ,5.09   ,3.62
202304  ,-0.61  ,-1.64  ,-1.69   ,1.69   ,2.64  ,-2.22
202305  ,-2.59  ,-1.94   ,0.15  ,-4.68   ,0.92   ,5.54
202306   ,8.01   ,7.97   ,8.29   ,6.37   ,6.29   ,8.27
202307   ,6.82   ,5.10   ,5.15   ,3.51   ,2.97   ,3.76
202308  ,-6.43  ,-3.56  ,-4.18  ,-1.95  ,-1.01  ,-2.30
202309  ,-6.00  ,-4.93  ,-6.11  ,-4.32  ,-4.52  ,-4.76
202310  ,-6.61  ,-4.95  ,-7.73  ,-2.77  ,-2.72  ,-1.88
202311  ,10.12   ,7.78   ,9.18   ,7.69   ,8.20  ,12.01
202312  ,10.97   ,9.09  ,12.10   ,5.42   ,3.83   ,5.28
202401  ,-3.11  ,-2.97  ,-3.66   ,1.44   ,0.63   ,2.81
202402   ,4.69   ,3.86   ,4.42   ,4.08   ,2.94   ,9.32
202403   ,4.58   ,3.98   ,2.83   ,4.36   ,2.86   ,2.79
202404  ,-6.99  ,-4.72  ,-6.10  ,-4.51  ,-2.35  ,-5.53
202405   ,4.98   ,3.77   ,5.21   ,2.87   ,4.30   ,6.50
202406  ,-1.49  ,-1.82  ,-0.88   ,1.74   ,2.19   ,5.61
202407   ,6.93   ,8.30   ,7.94   ,1.58   ,3.93  ,-0.88
202408  ,-0.49  ,-0.55  ,-0.83   ,2.80   ,2.97   ,1.85
202409   ,2.00   ,1.42   ,1.10   ,2.20   ,1.32   ,2.82
202410  ,-1.04  ,-0.88  ,-0.12   ,0.34  ,-0.79  ,-1.50
202411   ,9.41   ,8.96   ,9.76   ,4.99   ,7.06   ,7.44
202412  ,-6.00  ,-7.35  ,-7.44  ,-0.86  ,-6.67  ,-1.13
202501   ,3.12   ,3.87   ,3.31  ,-0.84   ,5.34   ,5.16
202502  ,-5.08  ,-4.20  ,-5.57   ,1.18   ,0.53  ,-5.51
202503  ,-6.93  ,-4.70  ,-6.52  ,-6.91  ,-3.12  ,-6.80
202504  ,-1.31  ,-1.60  ,-0.07  ,-0.49  ,-2.19   ,1.64
202505   ,5.90   ,5.76   ,6.10   ,7.08   ,4.15   ,7.63
202506   ,5.30   ,4.45   ,5.24   ,6.46   ,3.35   ,5.34
202507   ,1.38   ,0.60   ,2.95   ,0.40   ,0.29   ,4.57
202508   ,6.77   ,5.74   ,4.69   ,3.01   ,4.44  ,-0.13
202509   ,1.81   ,0.27   ,4.13   ,0.87   ,4.54   ,4.54
202510   ,0.61  ,-1.52   ,2.33  ,-0.38   ,1.40   ,3.97
