Date,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
201712   ,3.25   ,3.03   ,2.64   ,2.07   ,1.00   ,1.10
201801   ,7.52   ,5.83   ,4.78   ,6.16   ,5.83   ,4.57
201802  ,-4.41  ,-4.59  ,-3.73  ,-5.13  ,-5.55  ,-5.36
201803  ,-1.46  ,-0.61  ,-0.98  ,-2.02   ,0.01   ,0.46
201804   ,1.76   ,1.25   ,2.09   ,3.04   ,2.46   ,1.65
201805  ,-2.33  ,-1.57  ,-0.84  ,-4.86  ,-2.04  ,-1.56
201806  ,-1.50  ,-1.65  ,-1.59  ,-0.64  ,-0.71  ,-0.82
201807   ,1.15   ,1.23   ,1.18   ,4.56   ,1.77   ,3.65
201808  ,-1.29  ,-2.12  ,-1.59  ,-3.93  ,-2.25  ,-1.88
201809  ,-0.97  ,-0.99  ,-1.22   ,1.02   ,0.16   ,0.18
201810  ,-9.81  ,-9.82  ,-9.94  ,-7.47  ,-8.79  ,-7.99
201811  ,-2.47  ,-1.88  ,-2.17  ,-1.37  ,-1.44   ,0.03
201812  ,-4.79  ,-4.86  ,-4.66  ,-5.10  ,-4.13  ,-3.96
201901   ,6.03   ,7.42   ,7.79   ,5.42   ,6.58   ,6.83
201902   ,1.60   ,1.57   ,2.20   ,3.99   ,2.74   ,3.36
201903  ,-1.06  ,-1.06  ,-0.48  ,-0.32   ,1.21   ,1.63
201904   ,3.30   ,4.61   ,4.74   ,4.14   ,4.23   ,3.25
201905  ,-3.03  ,-4.92  ,-4.58  ,-5.38  ,-5.36  ,-5.01
201906   ,2.89   ,4.09   ,4.36   ,5.24   ,6.71   ,6.66
201907  ,-2.43  ,-4.09  ,-4.39  ,-2.14  ,-2.13  ,-2.50
201908  ,-2.67  ,-3.00  ,-3.31  ,-3.54  ,-2.02  ,-1.15
201909   ,1.74   ,1.43   ,2.50   ,3.25   ,2.44   ,1.57
201910   ,3.90   ,4.05   ,5.18   ,3.53   ,2.26   ,4.75
201911   ,2.42   ,3.90   ,4.98   ,2.04   ,1.36   ,2.09
201912   ,6.42   ,6.98   ,6.71   ,4.90   ,3.46   ,3.85
202001  ,-1.92  ,-2.74  ,-2.68  ,-3.50  ,-2.37  ,-1.63
202002  ,-8.03  ,-8.77  ,-9.93  ,-9.14  ,-8.85  ,-8.71
202003 ,-18.73 ,-20.67 ,-22.49 ,-19.18 ,-14.11 ,-11.98
202004   ,9.46  ,11.03  ,13.53   ,6.61   ,5.76   ,6.76
202005   ,4.97   ,6.46   ,7.67   ,4.06   ,5.63   ,6.10
202006   ,4.06   ,2.33   ,3.26   ,5.17   ,4.87   ,2.43
202007   ,5.39   ,6.33   ,5.47   ,2.27   ,4.85   ,3.73
202008   ,6.55   ,7.51   ,8.03   ,4.75   ,4.14   ,5.26
202009  ,-2.98  ,-2.32  ,-2.45  ,-5.54  ,-2.69  ,-1.42
202010  ,-3.12  ,-4.56  ,-3.74  ,-3.91  ,-5.76  ,-4.52
202011  ,18.90  ,17.44  ,19.06  ,20.96  ,16.60  ,13.13
202012   ,9.48   ,9.34  ,10.03   ,4.13   ,5.99   ,5.13
202101   ,0.48   ,0.36  ,-0.22  ,-1.73  ,-0.59  ,-2.16
202102   ,3.97   ,3.91   ,4.52   ,5.45   ,1.53   ,1.10
202103   ,2.19   ,2.15   ,1.05   ,2.75   ,2.92   ,4.38
202104   ,6.03   ,7.39   ,7.56   ,4.67   ,4.38   ,6.21
202105   ,3.32   ,4.90   ,3.85   ,4.25   ,3.58   ,6.05
202106  ,-3.13  ,-2.92  ,-3.67  ,-3.50  ,-0.81  ,-0.64
202107   ,0.54   ,2.95   ,3.82   ,0.40   ,1.78   ,3.59
202108   ,2.42   ,3.10   ,3.66   ,1.64   ,1.45   ,0.91
202109  ,-4.49  ,-4.89  ,-6.07  ,-3.02  ,-5.14  ,-6.08
202110   ,1.30   ,3.23   ,4.13   ,4.48   ,4.19   ,4.60
202111  ,-6.39  ,-4.57  ,-4.62  ,-7.05  ,-4.37  ,-1.96
202112   ,3.68   ,4.71   ,4.55   ,4.78   ,5.83   ,4.97
202201  ,-4.92  ,-6.52  ,-9.68  ,-1.81  ,-4.62  ,-7.83
202202  ,-2.80  ,-3.60  ,-4.32  ,-5.89  ,-3.25  ,-3.04
202203   ,0.86   ,0.17  ,-0.75  ,-1.13  ,-0.36  ,-0.07
202204  ,-6.67  ,-6.45  ,-6.96  ,-6.50  ,-5.83  ,-5.24
202205   ,0.46   ,0.76   ,0.52   ,3.53   ,2.44  ,-1.09
202206 ,-11.65 ,-11.26 ,-10.61 ,-10.53 ,-11.62  ,-8.11
202207   ,4.95   ,5.23   ,5.79   ,1.92   ,5.18   ,7.77
202208  ,-5.00  ,-7.45  ,-8.39  ,-4.82  ,-6.11  ,-7.84
202209 ,-12.90 ,-12.65 ,-13.40  ,-9.68  ,-8.75  ,-9.59
202210   ,4.78   ,7.71   ,7.26   ,6.96   ,7.14   ,6.83
202211   ,9.70  ,12.21  ,12.23  ,13.81  ,12.44  ,13.37
202212   ,0.20   ,1.34   ,0.82   ,0.22  ,-0.39  ,-2.08
202301   ,7.71   ,7.09   ,7.15  ,10.35   ,7.55   ,8.69
202302  ,-1.18  ,-0.17  ,-0.22  ,-1.64  ,-0.20  ,-1.68
202303  ,-2.69  ,-0.82  ,-0.40  ,-0.38   ,2.72   ,4.97
202304   ,3.51   ,2.75   ,2.68   ,4.81   ,4.40   ,2.88
202305  ,-4.17  ,-4.77  ,-4.48  ,-4.25  ,-6.11  ,-5.42
202306   ,2.37   ,2.95   ,2.69   ,5.01   ,4.56   ,4.87
202307   ,4.05   ,3.18   ,3.00   ,4.27   ,2.61   ,2.25
202308  ,-4.61  ,-4.61  ,-4.08  ,-4.47  ,-4.56  ,-3.63
202309  ,-6.17  ,-5.39  ,-4.94  ,-3.93  ,-4.13  ,-4.90
202310  ,-6.05  ,-4.84  ,-5.88  ,-3.88  ,-4.48  ,-2.91
202311   ,9.52   ,9.29   ,9.75  ,10.98  ,10.49   ,8.27
202312   ,9.19   ,8.08   ,8.09   ,3.56   ,6.01   ,5.18
202401  ,-2.88  ,-2.45  ,-2.04  ,-0.95  ,-1.56  ,-0.37
202402  ,-1.53  ,-1.19   ,0.19   ,1.34   ,2.46   ,1.79
202403   ,3.28   ,3.32   ,2.22   ,5.80   ,3.80   ,2.66
202404  ,-1.84   ,0.08  ,-0.87  ,-1.11  ,-2.03  ,-2.77
202405   ,7.10   ,8.37   ,7.54   ,6.88   ,5.66   ,3.84
202406  ,-3.74  ,-4.72  ,-4.36  ,-2.70  ,-3.81  ,-1.81
202407   ,4.39   ,3.79   ,3.49   ,4.81   ,2.49  ,-0.66
202408   ,1.31   ,1.44   ,1.55   ,4.10   ,2.65   ,4.38
202409   ,1.52   ,0.23  ,-0.08   ,3.77   ,1.29  ,-1.22
202410  ,-6.30  ,-5.77  ,-5.65  ,-4.22  ,-5.48  ,-6.54
202411  ,-2.21  ,-2.94  ,-2.70  ,-1.22  ,-2.27  ,-2.17
202412  ,-1.35  ,-0.11  ,-0.48  ,-1.68  ,-1.63  ,-3.12
202501   ,2.97   ,2.72   ,3.32   ,6.23   ,7.08   ,6.21
202502   ,1.01   ,1.84   ,0.94   ,4.29   ,3.62   ,1.87
202503   ,1.47   ,2.70   ,1.89   ,1.52   ,1.30  ,-2.30
202504   ,5.79   ,6.02   ,6.92   ,5.76   ,4.63   ,2.50
202505   ,5.65   ,6.82   ,7.02   ,5.26   ,6.04   ,3.81
202506   ,5.46   ,5.20   ,5.51   ,2.88   ,3.92   ,1.32
202507  ,-1.20  ,-2.07  ,-1.56  ,-1.42  ,-1.44  ,-4.11
202508   ,2.71   ,2.92   ,2.75   ,2.75   ,3.54   ,4.08
202509   ,0.72  ,-0.18   ,0.50   ,0.87   ,1.84   ,1.87
202510  ,-0.73  ,-0.25  ,-1.76   ,2.12   ,0.20   ,1.11
