Date,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
201709   ,1.60   ,2.63   ,1.78   ,2.62   ,1.73   ,1.24
201710   ,2.76   ,3.00   ,3.60   ,4.16   ,4.97   ,3.88
201711   ,1.58   ,3.06   ,3.72   ,2.48   ,3.27   ,2.32
201712   ,2.98   ,3.21   ,3.72   ,2.91   ,1.45  ,-0.42
201801   ,5.79   ,4.98   ,7.64   ,4.75   ,4.91   ,3.48
201802  ,-1.57  ,-1.08   ,0.81  ,-0.83  ,-1.65  ,-1.51
201803  ,-2.40  ,-1.46  ,-0.63  ,-2.30  ,-1.42  ,-0.46
201804  ,-0.61  ,-0.92  ,-2.78   ,1.54   ,0.01   ,0.55
201805  ,-1.34  ,-0.19   ,2.22  ,-2.80  ,-1.12  ,-0.35
201806  ,-2.86  ,-3.55  ,-3.05  ,-4.13  ,-2.74  ,-0.65
201807  ,-0.99  ,-0.90  ,-0.93   ,1.02  ,-0.37   ,0.03
201808  ,-0.97  ,-1.15   ,1.44   ,0.00  ,-0.32  ,-0.36
201809   ,1.01   ,1.20   ,0.94   ,4.12   ,2.83   ,2.77
201810  ,-8.70  ,-8.20  ,-9.82  ,-7.32  ,-8.61  ,-9.74
201811   ,0.42   ,2.36   ,2.12  ,-0.70   ,2.86  ,-0.00
201812  ,-9.68 ,-10.40 ,-12.41  ,-8.08  ,-6.47  ,-5.90
201901   ,3.39   ,3.15   ,6.75   ,6.41   ,5.27   ,5.08
201902   ,2.93   ,2.46   ,1.71  ,-1.84   ,0.47   ,1.75
201903  ,-0.12  ,-0.19   ,0.48   ,0.07   ,0.61   ,0.35
201904   ,0.59   ,0.57   ,1.73   ,1.35   ,1.79   ,1.16
201905  ,-3.77  ,-3.55  ,-1.79  ,-3.72  ,-5.02  ,-1.85
201906   ,2.60   ,2.67   ,1.29   ,2.05   ,3.69   ,2.20
201907   ,0.90   ,1.16   ,3.09  ,-0.69   ,0.25   ,1.47
201908  ,-3.19  ,-3.44  ,-2.62  ,-1.65  ,-0.75  ,-0.48
201909   ,4.32   ,3.53   ,2.63   ,4.39   ,5.15   ,2.43
201910   ,5.58   ,6.82   ,5.10   ,3.65   ,5.60   ,4.91
201911   ,1.34   ,1.77   ,2.95   ,1.13   ,1.11  ,-0.17
201912   ,2.77   ,3.85   ,2.79   ,2.35   ,2.15   ,1.86
202001  ,-2.98  ,-3.45  ,-4.15  ,-2.19  ,-1.68  ,-1.45
202002 ,-13.67 ,-14.32 ,-15.28  ,-9.67  ,-9.29  ,-9.58
202003  ,-2.29  ,-3.32  ,-8.52  ,-7.07  ,-4.82  ,-4.16
202004   ,4.70   ,5.78  ,10.42   ,3.24   ,5.72   ,4.67
202005   ,6.94   ,8.33  ,11.44   ,5.22   ,7.67   ,5.01
202006  ,-0.22  ,-0.72   ,0.54  ,-2.78   ,0.38   ,0.85
202007  ,-3.61  ,-3.68  ,-4.22  ,-2.64  ,-2.50  ,-0.48
202008   ,7.11   ,8.01  ,12.31   ,9.87   ,8.89   ,5.34
202009   ,5.74   ,6.29   ,6.05   ,0.92   ,2.08   ,2.06
202010  ,-4.17  ,-3.05  ,-2.54  ,-4.22  ,-2.25   ,0.05
202011   ,3.77   ,5.69   ,9.18  ,10.58  ,11.10  ,12.42
202012   ,2.24   ,3.34   ,1.68   ,2.91   ,4.43   ,4.56
202101  ,-0.69  ,-1.76  ,-1.74   ,0.20  ,-2.24  ,-0.97
202102   ,0.14  ,-0.10   ,0.68   ,2.93   ,0.26   ,1.35
202103   ,2.53   ,3.15   ,3.25   ,3.75   ,2.40  ,-1.36
202104  ,-2.08  ,-1.69  ,-1.45  ,-2.88  ,-1.22  ,-1.07
202105  ,-0.31  ,-0.50  ,-1.41   ,0.72   ,2.45  ,-0.25
202106   ,0.55   ,1.00   ,2.57  ,-1.61   ,1.27  ,-0.61
202107   ,0.14   ,0.94  ,-0.74  ,-1.71  ,-1.16  ,-0.90
202108   ,2.06   ,1.53   ,2.05   ,0.97   ,3.36   ,4.07
202109   ,1.57   ,1.93   ,2.03   ,3.58   ,2.63   ,3.32
202110  ,-4.86  ,-4.04  ,-4.32  ,-4.44  ,-3.88  ,-3.05
202111  ,-4.46  ,-4.53  ,-6.06  ,-3.25  ,-3.08  ,-1.80
202112   ,2.91   ,2.18  ,-1.14   ,1.99   ,1.21   ,0.79
202201  ,-5.11  ,-6.80 ,-11.18  ,-0.44  ,-5.36  ,-7.75
202202   ,2.22   ,1.66   ,1.45   ,0.11  ,-0.24  ,-1.40
202203  ,-4.39  ,-4.05  ,-1.24  ,-0.43  ,-2.21  ,-0.95
202204  ,-7.97  ,-8.71 ,-10.33  ,-7.84  ,-8.37  ,-8.98
202205   ,1.65   ,1.42   ,1.09   ,2.10   ,0.09   ,2.06
202206  ,-4.35  ,-4.99  ,-6.20  ,-6.13  ,-6.37  ,-8.29
202207   ,5.06   ,6.01   ,7.28   ,3.46   ,5.49   ,7.80
202208  ,-1.56  ,-2.16  ,-0.84  ,-1.36  ,-3.31  ,-4.10
202209  ,-6.80  ,-7.28  ,-9.07  ,-7.53  ,-9.95  ,-9.81
202210   ,0.79   ,0.51   ,1.63   ,1.50   ,2.00   ,3.33
202211  ,11.17  ,10.92  ,11.54  ,12.03   ,9.95   ,9.62
202212   ,3.50   ,2.50   ,0.33   ,4.07  ,-1.87  ,-0.43
202301   ,5.03   ,4.45   ,4.96   ,4.47   ,5.80   ,4.89
202302  ,-1.96  ,-2.71  ,-4.43  ,-1.98  ,-3.86  ,-4.99
202303   ,3.70   ,4.66   ,4.15   ,2.34   ,5.07   ,5.33
202304  ,-0.13  ,-0.48  ,-2.55   ,0.68  ,-0.22   ,0.23
202305  ,-2.95  ,-2.69  ,-3.24   ,0.14   ,1.50   ,2.13
202306   ,2.80   ,3.63   ,2.70   ,4.70   ,4.78   ,2.72
202307   ,3.82   ,3.21   ,1.42   ,4.81   ,2.24   ,2.15
202308   ,0.22  ,-0.92  ,-2.22  ,-1.99  ,-1.08  ,-2.70
202309  ,-1.14  ,-1.60  ,-3.58  ,-0.41  ,-1.74  ,-3.65
202310  ,-4.26  ,-4.17  ,-6.15  ,-3.60  ,-5.50  ,-3.91
202311   ,5.37   ,6.85   ,8.45   ,4.16   ,7.79  ,11.54
202312   ,5.52   ,6.05   ,7.11   ,4.07   ,3.37   ,6.40
202401   ,0.79   ,1.30  ,-0.30   ,3.39   ,4.36   ,2.22
202402   ,1.17   ,0.70   ,0.93   ,3.26   ,4.55   ,1.48
202403   ,2.74   ,3.80   ,2.19   ,3.40   ,3.88   ,2.66
202404  ,-6.06  ,-4.89  ,-8.18  ,-4.66  ,-3.89  ,-7.81
202405   ,0.68   ,1.16   ,0.33   ,3.49  ,-1.21   ,1.56
202406   ,0.94   ,1.37   ,0.30  ,-1.31  ,-2.12   ,1.05
202407   ,6.86   ,7.10   ,6.41   ,7.74   ,6.21   ,6.26
202408  ,-0.33  ,-0.94   ,1.91  ,-3.74  ,-0.23   ,3.04
202409   ,1.04   ,1.73   ,2.03  ,-1.38   ,0.87   ,0.62
202410  ,-5.59  ,-5.18  ,-6.93  ,-1.91  ,-4.86  ,-3.56
202411   ,2.34   ,1.39   ,1.80   ,3.07  ,-1.69   ,1.43
202412  ,-1.94  ,-1.61  ,-1.92  ,-2.43   ,0.59  ,-0.75
202501   ,1.69   ,0.71   ,1.20   ,3.10  ,-0.24   ,1.40
202502   ,2.41   ,1.25  ,-0.04  ,-1.43  ,-1.12  ,-0.47
202503   ,2.97   ,2.25   ,2.34   ,2.37   ,1.58  ,-2.01
202504   ,4.91   ,4.82   ,6.72   ,3.00   ,5.87   ,7.60
202505   ,3.36   ,3.30   ,3.43   ,4.44   ,3.70   ,4.30
202506   ,3.13   ,2.75   ,3.37   ,1.44  ,-0.19   ,4.29
202507   ,0.50   ,0.66  ,-1.00   ,0.09  ,-1.55  ,-4.24
202508   ,7.19   ,7.51   ,8.05  ,10.86   ,6.19   ,4.75
202509   ,1.75   ,1.59   ,0.35   ,4.68   ,0.57   ,2.23
202510  ,-4.80  ,-3.56  ,-6.30   ,1.94   ,1.88   ,4.34
