"k","lasso"
3,0.0240114042094966
5,0.0252204209714956
7,0.029490014042534
9,0.0317159092252284
11,0.0350526662994269
13,0.0356263847876265
15,0.0338412293019958
17,0.0326696784098955
19,0.0302968238655281
21,0.0288359120453047
23,0.0268582678887397
25,0.0273303222179977
27,0.0274403633905793
29,0.0258740276111878
31,0.0268983466278005
33,0.0273326748733755
35,0.0266844346661072
37,0.0262742817796706
39,0.024316047432762
41,0.0271568046894052
43,0.0247785321003304
45,0.023774802885473
47,0.0254215051775477
49,0.0245007128454501
