"k","elnet"
3,0.207288485884451
6,0.168867868844063
9,0.134956025698124
12,0.113642868518894
15,0.0938014093192099
18,0.0804968498362336
21,0.0716904108865496
24,0.0641947530127171
27,0.0593910012054552
30,0.0560451133270069
33,0.0532648561648182
36,0.0514180751962476
39,0.0477657544534383
42,0.0440344446173005
45,0.0417122701758944
48,0.0391757728976317
51,0.0385651490464674
54,0.0364092293887062
57,0.0348942829563445
60,0.0341848410902802
63,0.0330939594726298
66,0.033072512082451
69,0.0326958652672157
72,0.0320677373674533
75,0.0315527126829737
78,0.0313286434864311
81,0.0310119978932275
84,0.0306540671529879
87,0.02904386474388
90,0.0278413840284432
93,0.0270348740060922
96,0.0260540564142355
99,0.0258552985582178
102,0.0256107259037735
105,0.0248191690880426
108,0.025281582834872
111,0.0238776469498718
114,0.0244269685721925
117,0.0241468072290007
120,0.0240223455200329
123,0.0233385563654133
126,0.0237915657867081
129,0.0229146117530692
132,0.0228217373246207
135,0.0224641254123766
138,0.0213474914619198
141,0.0203587547860724
144,0.0206880008910432
147,0.019382635683685
150,0.0189669288581647
153,0.0180978574510614
156,0.0188340785049704
159,0.0195242082850928
162,0.0190292553367506
165,0.0186688712984934
168,0.0187424014260219
171,0.0186000316713044
174,0.0182661361953616
177,0.0186648159878226
180,0.0184807337927958
183,0.0182204386850939
186,0.0183875765731972
189,0.0182318647363685
192,0.0180712153426201
195,0.0181601385341959
198,0.0183030464392644
201,0.0179184994752462
204,0.0182397517501747
207,0.0182011599346292
210,0.0172941447069213
213,0.0171742000605192
216,0.016374539248818
219,0.0170487884919226
222,0.0169440478443725
225,0.0167196067920999
228,0.015900616553314
231,0.0151387172653375
234,0.0129378997157373
237,0.0124464148692605
240,0.0122519446505092
243,0.0131139043124602
246,0.0146825680548706
249,0.0154507782982283
252,0.0135260856592604
255,0.00980886386300811
258,0.014740103459732
261,0.00871659984740722
264,0.0101850148902384
267,0.00994581556293138
270,0.0119508774058914
273,0.0100689448414731
