"k","lasso"
3,0.0290982208130926
12,0.0116859137920264
21,0.00993570112034535
30,0.00816667429320375
39,0.00880980604867494
48,0.0121044441277357
57,0.0119635300467692
66,0.012589682547383
75,0.016090688003186
84,0.0152680796231618
93,0.015133043400106
102,0.0140899665117084
111,0.01486579866575
120,0.0147847825523626
129,0.0164848479458043
138,0.0125069634813704
147,0.0125240488728001
156,0.0128729389243019
165,0.0144468665448409
174,0.0132453153007222
183,0.0146969751986094
192,0.0147979838504425
201,0.0172188782849509
210,0.0181226245552371
219,0.020077341075251
228,0.0160983105792454
237,0.0191365189877583
246,0.0191174999574469
255,0.0186325181730854
264,0.0197453921355308
273,0.0197448403202721
