"k","lasso"
3,0.0141936942681285
5,0.0170574274387854
7,0.0164649982051413
9,0.0203833867410307
11,0.0216815586973742
13,0.0228908802086247
15,0.0207553093046535
17,0.0221596721630839
19,0.0213272951508568
21,0.0203985244296108
23,0.0195512030066226
25,0.0177950972371512
27,0.0180147256222891
29,0.019372251378002
31,0.0195280111611289
33,0.0199903945441522
35,0.0207256326220585
37,0.0193421638610908
39,0.0179830324011053
41,0.0128613711847195
43,0.0112987171694938
45,0.0144226323723849
47,0.0128497934322029
49,0.0142354089575614
