"k","lasso"
3,0.00472587199836503
5,0.00587509769575502
7,0.00815214716505788
9,0.013277393230456
11,0.00772039293986626
13,0.00886089665983421
15,0.00698265731236209
17,0.00533090362821633
19,0.000289780417477489
21,0.00311829021197939
23,0.00501421612279611
25,0.00500317269701435
27,0.00393769454668412
29,0.00349494607351596
31,0.00485262521943446
33,0.00475157972805875
35,0.00690118904318331
37,0.00724014796899737
39,0.0053779890641192
41,0.00279759341140566
43,0.0027137288232643
45,0.00257587260873836
47,0.00269508157506393
49,0.0033769869137547
