"k","lasso"
3,0.0950700831852028
6,0.0944971199180469
9,0.0685364044470433
12,0.0618606097908656
15,0.0543117944598413
18,0.0473039392467685
21,0.0419969019865559
24,0.0374774462167438
27,0.0352893047329077
30,0.0331949743221088
33,0.0319275161258979
36,0.0299048215509589
39,0.027965856575848
42,0.0268510799146392
45,0.0266539641239421
48,0.0263999597422942
51,0.0248552780864442
54,0.0253853352139225
57,0.0256439183966813
60,0.0255892965498479
63,0.0261409866852469
66,0.0255055618076809
69,0.0268272472510475
72,0.0274311272233953
75,0.0269107029153532
78,0.0264766082127948
81,0.0273837581416105
84,0.0270582968152987
87,0.0262359080113141
90,0.0267976279686063
93,0.0265022927458503
96,0.0272309075551681
99,0.0274368713209732
102,0.0257892449912184
105,0.0264168676626156
108,0.0264500972805872
111,0.0269117529451885
114,0.0270053717218144
117,0.0276270134402824
120,0.0284898556500091
123,0.0286546484276366
126,0.0291475282410874
129,0.0295605811032886
132,0.0298910480696721
135,0.0301095861351128
138,0.0305198590788351
141,0.0307873809250994
144,0.0305071120201281
147,0.0308492756257998
150,0.0309137774657935
153,0.0307411049015217
156,0.0310568362402077
159,0.0316761343420151
162,0.0311857579466612
165,0.0315891629656292
168,0.0323098766336727
171,0.0322780815083968
174,0.0326231103673601
177,0.0321379974423875
180,0.0315456470156096
183,0.0299644747508475
186,0.0293601799779888
189,0.0295492103565739
192,0.02883869398749
195,0.0290351247574487
198,0.0285261817970087
201,0.0280331067212121
204,0.027541804779308
207,0.0268145161452409
210,0.026941999790094
213,0.0260046137789763
216,0.025861557081222
219,0.0264522307609656
222,0.0257925528362691
225,0.0252628161890008
228,0.0250188544392399
231,0.0257852548670718
234,0.0273085901536459
237,0.0271182192301835
240,0.0277514884594435
243,0.0277145456983851
246,0.0259511655594542
249,0.0244178105649419
252,0.0257607669569903
255,0.0262625502041525
258,0.0248075329188323
261,0.0213316302507351
264,0.0256953383856122
267,0.0245158669194202
270,0.0257675274573379
273,0.0242629211747865
