"k","lasso"
3,0.156769515117883
5,0.131081874085138
7,0.158329887052189
9,0.183084285979609
11,0.178659118924723
13,0.170865729969595
15,0.151104252723142
17,0.14779818376923
19,0.134142608766211
21,0.140546777154408
23,0.146521206787956
25,0.138215983079423
27,0.140131803487938
29,0.137664519060636
31,0.133575820610159
33,0.132685267870351
35,0.135628983043319
37,0.136833350258408
39,0.134313425837419
41,0.137146684241935
43,0.124402753474329
45,0.121163270780929
47,0.120905092364805
49,0.12367208255651
51,0.114360416822861
53,0.108897209760819
55,0.113735817977954
57,0.104974193524043
59,0.102918451764257
61,0.112403649313439
63,0.110639859977417
65,0.10362922663376
67,0.0997574085896347
69,0.0986898114060603
71,0.10533255276442
73,0.101900132978201
