"k","lasso"
3,0.10595145538887
5,0.0995888660466031
7,0.141325050218743
9,0.11340951065135
11,0.115628508664139
13,0.128083845995373
15,0.105930885980773
17,0.100396638059687
19,0.067471630734608
21,0.0769440577046076
23,0.070754432288546
25,0.0736383401540073
27,0.0836406822592864
29,0.0673891115581063
31,0.0647333694779398
33,0.0743026113017193
35,0.0641774287327677
37,0.0585978459162901
39,0.0693344530963083
41,0.0756335972585913
43,0.0833773636162201
45,0.0935430310939561
47,0.0917904798872436
49,0.0931762501084067
51,0.103591642520868
53,0.0993351125170722
55,0.0901700196059573
57,0.0958564871832119
59,0.099680206617776
61,0.114022666649511
63,0.125859089142195
65,0.125079784672141
67,0.133259992924902
69,0.127119412333106
71,0.119190426614755
73,0.130446321052218
