"k","lasso"
3,0.0654856079702352
5,0.0677945284141447
7,0.113298429419711
9,0.101975835269171
11,0.0800761092624482
13,0.088463993900496
15,0.0827773506502578
17,0.0963236961969616
19,0.0956534106426475
21,0.0978464306571468
23,0.105119731618204
25,0.104723666301109
27,0.100806690032362
29,0.100163530601572
31,0.100344184051881
33,0.110272302763335
35,0.1168934873135
37,0.114269492327232
39,0.120850808997143
41,0.113151790161759
43,0.108317423934256
45,0.105236998125985
47,0.112492503417109
49,0.11576157551768
51,0.111692238554775
53,0.115996961604172
55,0.10833570196139
57,0.114156571076639
59,0.100719281781546
61,0.0897849629196545
63,0.103419122372809
65,0.10399858184999
67,0.118331239006355
69,0.115913017227692
71,0.112552560215139
73,0.113199562025422
