"k","lasso"
3,0.0397096064021069
5,0.0487571040579035
7,0.0677447359063226
9,0.0873222870561974
11,0.118062932009171
13,0.11477064768781
15,0.0954656659343782
17,0.107569671862831
19,0.115465054459731
21,0.106039272112335
23,0.10255544460022
25,0.1011496383188
27,0.080993259685122
29,0.0993548870031589
31,0.0896647366381107
33,0.0787961243516164
35,0.0820250229797541
37,0.0822808361316703
39,0.0802975904812488
41,0.0827811917276037
43,0.0732308871366558
45,0.0786567827887408
47,0.0784918639943182
49,0.0793398538569905
51,0.0797609883062937
53,0.0721231251737533
55,0.0811016012528456
57,0.095539832156804
59,0.100980658594794
61,0.0917258322655046
63,0.101604032315618
65,0.100893082567614
67,0.105478251331206
69,0.101644156040048
71,0.105185509959871
73,0.109990814606737
75,0.11596651355317
77,0.11429647430268
79,0.11669566008002
81,0.111319644290205
83,0.113223884113603
85,0.104897898505918
87,0.106138187920543
89,0.111325840222353
91,0.105962515522938
93,0.108223339026464
95,0.119382556492358
97,0.126713746168758
99,0.112244966855435
101,0.105446939315959
103,0.090164315195981
105,0.0947990689525858
107,0.108487490728468
109,0.111562813793758
111,0.09194880116045
