"k","lasso"
3,0.0472562316582013
5,0.011162969032607
7,0.0164788332224368
9,0.0169346761881886
11,0.00825320922375977
13,-0.0112311281960866
15,-0.00977853695805034
17,-0.0396520897467835
19,-0.0504847188171487
21,-0.0457103530375582
23,-0.0434159849121182
25,-0.0273256129566701
27,-0.0288619152499794
29,-0.0141376985610294
31,-0.007871217549165
33,-0.00255482637700028
35,0.00455388830427912
37,0.00455554448306316
39,0.0185567171862024
41,0.00973248598111247
43,0.0178302289599302
45,0.014700464411056
47,0.0246994719945292
49,0.0215228607477199
51,0.0111119977716871
53,0.017316437311873
55,0.0171222980405982
57,0.0196673949534486
59,0.0209047692392691
61,0.0158488510091029
63,0.0272042988872037
65,0.0336613023547287
67,0.0388620547853146
69,0.0374009118927487
71,0.047408784256397
73,0.0350052296240121
75,0.0268448784809931
77,0.0226126068539862
79,0.0264247608082948
81,0.0219588738567341
83,0.0381768488921048
85,0.0386605489976504
87,0.0274784387848154
89,0.0334546360534672
91,0.0500614061756667
93,0.0393046523914482
95,0.0272617279301431
97,0.0502718498800762
99,0.0432754759668009
101,0.0549020988378281
103,0.0702200805662246
