"T_in","k","sharpe_oos","turnover_median","weight_instability_L1_median","weight_instability_L2_median","selection_instability_mean"
240,1,0.481928625983219,2.09058432257191,0.0456391164985384,0.0456391164985384,0.0446927374301676
240,4,0.992561439837924,21.9418281536453,0.627827148431896,0.376792885137539,0.131098696461825
240,7,1.33550229172906,43.3582001476185,4.98165720532857,2.23114578000996,0.130912476722533
240,10,1.5325774980277,63.0767324396069,8.93268404516927,3.80873310602242,0.115286947689182
240,13,1.66659609451523,81.7376039510741,21.6242562683922,9.11074839842033,0.121249002394254
240,16,1.66386478900661,103.527984744321,25.2911264288895,9.88005249820158,0.111266774670272
240,19,1.76834437148186,142.077200902613,29.1502434134628,10.0998029113196,0.0972368818130294
240,22,1.93775227783408,169.340194322463,29.1626580249498,9.78353695214878,0.0918986316897418
240,25,1.8987016112757,201.986837493917,37.0384648630132,11.6126018202659,0.0877456340758209
240,28,1.89448532835845,242.9622466141,43.5721998018692,13.4607063072488,0.0770092157021145
240,31,1.88231501251881,328.294135640198,69.4491852793112,18.8253777003748,0.0776500569755581
240,34,2.04667096740734,407.781489524955,76.3459027736638,21.5038879568051,0.0794220633679615
240,37,2.05575728085314,521.156892049778,99.2148390479945,26.6426058509928,0.0801935924532577
240,40,1.9926074660099,654.343951249184,136.67541467519,38.0069934630815,0.0814525209128276
240,43,1.94203738284916,751.602758382472,158.53163030428,42.1493189608471,0.0833889828463996
240,46,2.04319140808183,870.032850079857,156.624170023518,38.4973671699706,0.0776719725910693
240,49,1.97489177809813,1009.2315120921,149.089326767404,36.0128416135168,0.0799611644786155
240,52,1.94615612494623,1134.34247768419,177.344464874513,39.7504337181769,0.0812938758004948
240,55,2.03844285827998,1424.15288005726,215.954280455485,48.0150855899768,0.0787467247805645
240,58,1.97011206955354,1657.5668360923,253.627688881807,53.3823723298299,0.0785210421635826
240,61,1.99788085553066,1838.7502061547,256.183986884112,52.1612143081638,0.0775472413923165
240,64,2.09536549586476,2064.26515104408,291.865008913932,60.1661166276237,0.0818817335008553
240,67,2.15691118944581,2235.27254636011,301.947634793383,58.9891928921439,0.0793473816828378
240,70,2.10737628786719,2439.62709241216,314.256161060084,66.748447809128,0.078194279906764
240,73,2.18466125822134,2630.59100638898,321.584906530397,65.2706477477457,0.0790836534979431
240,76,2.16173448086998,2754.74205378322,350.537190068003,65.0155530728539,0.0773123750663567
240,79,2.10801189648942,2893.60331663423,392.388677832441,74.5241193900123,0.0764650685330785
240,82,2.14707194403112,3056.23763195627,380.449923829722,69.3456623376562,0.0758146234057728
240,85,2.15244024181166,3167.3523253628,358.699906664402,65.0874743278194,0.0724514347044592
240,88,2.18202565904502,3338.96504168885,390.995386539047,69.0864003119046,0.0764248988854705
240,91,2.19509342152345,3502.82842241505,415.288434335939,76.1276920911912,0.073689258949946
240,94,2.17016386546861,3742.86622553653,466.862148002456,82.0170740113957,0.0715078522155945
240,97,2.15784870350119,4023.64423017608,508.80239257504,85.6372786080683,0.0688150273569227
240,100,2.20651782824117,4282.91239755602,474.684752332947,82.3209495549807,0.0671394154518538
240,103,2.19330512213997,4461.118656468,464.90461472645,83.200141210577,0.0598874606177654
240,106,2.18212770508934,4654.07629599964,454.65727518391,78.979813858004,0.0514573419721822
240,109,2.17322250196602,4805.81468689485,420.832095417806,70.4028571210467,0.0335490155322557
