"k","lasso"
3,0.140698990138038
5,0.139942742562826
7,0.134573191709892
9,0.134991376818599
11,0.14299086679991
13,0.136976462967186
15,0.141844865625093
17,0.145248294919011
19,0.134095192512755
21,0.135039700498842
23,0.135626739569783
25,0.152574850176053
27,0.136124007657876
29,0.128061784668539
31,0.122522864237489
33,0.11193574239267
35,0.112337408688054
37,0.129987467643253
39,0.136139401050312
41,0.139233617308717
43,0.128206553691185
45,0.120715151532719
47,0.13411306721841
49,0.138632412931975
51,0.142326873842257
53,0.12576639416778
55,0.12422332255558
57,0.133091037197139
59,0.137701566708863
61,0.148654531807005
63,0.121073141708766
65,0.135265516809958
67,0.137928163867248
69,0.131083327034279
71,0.139512669908882
73,0.153001903965332
75,0.144934162744743
77,0.133271988873204
79,0.163176278716503
81,0.148786682642064
83,0.157109577918817
85,0.149825337940476
87,0.161010205767308
89,0.160968998162635
91,0.155562231920018
93,0.142818301320598
95,0.138489532653779
97,0.129429478379403
99,0.127802645101146
101,0.119933224856857
103,0.117422859404133
