"T_in","k","sharpe_oos","turnover_median","weight_instability_L1_median","weight_instability_L2_median","selection_instability_mean","nnz_mismatch_count"
240,1,0.36402294604493,0.337296838808582,0.0781800345476209,0.0781800345476209,0.0446927374301676,0
240,4,0.916275937845717,3.17911787813097,0.779957535824702,0.426289105157505,0.131098696461825,0
240,7,1.15118025569043,8.67217156603104,1.60090868732003,0.720816267284277,0.130912476722533,0
240,10,1.28810462840842,14.4719207044733,2.61026583426915,0.978674324814773,0.115286947689182,0
240,13,1.51953760178608,22.5358125005914,3.38349545164809,1.15680390342414,0.121249002394254,0
240,16,1.63119540801588,28.8704010359454,4.48444068979188,1.39909015674495,0.111266774670272,0
240,19,1.69352802385595,37.6266826669526,5.84949578605821,1.63296679121683,0.0972368818130294,0
240,22,1.81565045642028,49.073872536993,6.73015905378361,1.79801116339573,0.0918986316897418,0
240,25,1.89529932135797,61.5829286516163,8.45760904892326,2.15611264000464,0.0877456340758209,0
240,28,1.9276866704405,82.0823665676224,10.5375560515612,2.55381805910615,0.0770092157021145,0
240,31,2.00220638114895,109.726962253047,13.2934629844007,3.18062991679762,0.0776500569755581,0
240,34,2.06459525959852,141.382869276716,16.4453767635921,3.84695393531236,0.0794220633679615,0
240,37,2.0534477661212,162.169735321522,17.9559643344759,4.09240880883175,0.0801935924532577,0
240,40,2.08624789762677,178.275163641192,21.8632670250099,4.85485161980016,0.0814525209128276,0
240,43,2.10887416261839,211.888816141753,25.797586120382,5.60626533620624,0.0833889828463996,0
240,46,2.14284839004056,251.097700411753,30.2910546963859,6.2180182529193,0.0776719725910693,0
240,49,2.16401714800033,305.986696745207,34.3605936696383,7.37562116275946,0.0799611644786155,0
240,52,2.2074662788029,422.19681655271,39.7067855989143,8.63996430833106,0.0812938758004948,0
240,55,2.22115880543539,560.411810068547,47.6732087638409,9.95002712152867,0.0787467247805645,0
240,58,2.22288358498673,610.804912852684,52.9637080457345,10.7265891342978,0.0785210421635826,0
240,61,2.20795302339381,694.646240179212,59.6722187408286,12.3068799651345,0.0775472413923165,0
240,64,2.21640659019509,785.251401137029,74.7918001809598,16.2931108765296,0.0818817335008553,0
240,67,2.21629801936335,854.147338400608,82.9370403068774,17.9862802568088,0.0793473816828378,0
240,70,2.23784434236469,956.037002824142,86.6145781659768,18.0585774138082,0.078194279906764,0
240,73,2.26840823258391,1049.13299061434,99.0728145155591,19.3016251501266,0.0790836534979431,0
240,76,2.29272368054438,1156.36156249237,112.441236431621,21.8109286898794,0.0773123750663567,0
240,79,2.2667329764242,1279.8030998772,115.97697167375,23.9318103552781,0.0764650685330785,0
240,82,2.25857014115078,1428.85716216318,128.482852855298,24.736435552092,0.0758146234057728,0
240,85,2.24132512010777,1604.39900839454,147.599993854038,27.5466960635836,0.0724514347044592,0
240,88,2.23039413729639,1770.71325187858,164.395352440785,27.614776686781,0.0764248988854705,0
240,91,2.24705940873075,1926.89297802695,161.951439442705,30.2732758873413,0.0735704230714355,0
240,94,2.24850383672539,2170.66592718788,207.058529217169,38.7504933284456,0.0715078522155945,0
240,97,2.25433158105404,2444.01717921301,266.926784593807,47.9444968415067,0.0688150273569227,0
240,100,2.26263318272546,2781.2856054425,288.275756987067,52.0212350437711,0.0671394154518538,0
240,103,2.25301312554089,3205.13160661625,331.338932290035,57.502129116842,0.0598874606177654,0
240,106,2.23816422594268,3591.01729058526,352.845993813832,59.9749878425619,0.0514573419721822,0
240,109,2.22620099910619,4120.01810620555,392.497945401565,67.3906283226835,0.0335490155322557,0
