"k","lasso"
3,0.119041957175808
5,0.0367654955451828
7,0.083928579306635
9,0.123534224884328
11,0.160717468808629
13,0.154397674237203
15,0.166715841672657
17,0.124577638531545
19,0.120295688151395
21,0.109645794617279
23,0.0948759065213116
25,0.0892513976851248
27,0.0705774825674553
29,0.0631411747215004
31,0.063209290953975
33,0.0607536984505759
35,0.0478016606862524
37,0.0501568361274764
39,0.0439452260300464
41,0.0386294032234525
43,0.0434385144281029
45,0.0490946107615496
47,0.0392783777234969
49,0.0521886312510605
51,0.0441363916753435
53,0.049016762813011
55,0.0518460700950502
57,0.0374881389377569
59,0.0424836024228465
61,0.0481390363777154
63,0.0530933611874822
65,0.0612586252278684
67,0.067746589658473
69,0.0678344403146841
71,0.066162424298604
73,0.0476018956786937
75,0.0525228591497138
77,0.0464379091873727
79,0.0740156609503554
81,0.0566007054893349
83,0.0730278897764654
85,0.0630968537053882
87,0.0525127356857368
89,0.0712433331301178
91,0.0678243916059943
93,0.0707391908216628
95,0.0760629000683267
97,0.0708160023284627
99,0.0551789792800473
