"k","lasso"
3,0.135715853090715
5,0.164086416519017
7,0.195848619052017
9,0.200303476530532
11,0.198860654476371
13,0.189561910310702
15,0.193138948721069
17,0.196731205196251
19,0.198583292533897
21,0.193254071386987
23,0.197441386915009
25,0.187409433453963
27,0.193177214541218
29,0.185921194646036
31,0.191707577143327
33,0.19790968322892
35,0.196851274384431
37,0.196055297289987
39,0.197272319326541
41,0.200162771660339
43,0.204969987482592
45,0.20547560766472
47,0.205348718345013
49,0.210765758601057
51,0.209837183531804
53,0.210313906069501
55,0.203396249134381
57,0.201440520312666
59,0.200588194103034
61,0.19829352296899
63,0.199575151997565
65,0.196290406694908
67,0.197714347800099
69,0.194385966857074
71,0.200659729637465
73,0.195456972225481
75,0.198643456253437
77,0.195375465930882
79,0.193828037734585
81,0.198621053389085
83,0.20042265362122
85,0.196401469334869
87,0.200604746027576
89,0.201055004942076
91,0.20513421637096
93,0.201599079563606
95,0.197362175519407
97,0.196126531210269
99,0.191934514341366
101,0.192566068791579
103,0.18988781436088
105,0.183628819400798
107,0.188097902521546
109,0.190691526872932
111,0.186330991613433
113,0.184209339232558
115,0.178749618350845
117,0.163435322871737
119,0.165649442684374
121,0.158949915354564
123,0.157113238804024
125,0.158817617738309
127,0.155598760159519
129,0.160778089012242
131,0.158461926707198
133,0.155160439222445
135,0.158458870964294
137,0.160254823403474
139,0.16223830337667
141,0.159431374262165
143,0.162847258689716
145,0.155650046477524
147,0.15724448266154
149,0.155928057954019
