"k","lasso"
3,0.103428180572049
5,0.110231086539798
7,0.0811835285568492
9,0.0720222373663992
11,0.0729156141834025
13,0.087745039608429
15,0.10069443946747
17,0.11548016137581
19,0.128022489828147
21,0.143948981911809
23,0.14153231302959
25,0.142380812986715
27,0.157297014410766
29,0.165120776899865
31,0.171499378774435
33,0.186433283472533
35,0.189941494965104
37,0.183093335457057
39,0.186527577599603
41,0.185759422935533
43,0.187461510430661
45,0.189391356379684
47,0.195120654411112
49,0.198980910017933
51,0.192768268405672
53,0.196240994833446
55,0.201303971343878
57,0.199453800497265
59,0.19962718442044
61,0.20344146796342
63,0.20365763860832
65,0.210233047859901
67,0.21100334899423
69,0.215262616801363
71,0.222161845212565
73,0.2220865695765
75,0.225269420517702
77,0.228013968596568
79,0.232975068314291
81,0.237510270681279
83,0.236634192559951
85,0.239012655612817
87,0.240367214486789
89,0.233764654835938
91,0.242051131598235
93,0.240792235599616
95,0.237071029689222
97,0.240025457342915
99,0.246185893454443
101,0.250328816723842
103,0.250986756168949
105,0.258965136951627
107,0.260751089229021
109,0.2660836776659
111,0.256070759432838
113,0.253688681906347
115,0.256335961153319
117,0.258259537025073
119,0.252932422437635
121,0.251882058156542
123,0.255261382978787
125,0.256945509489672
127,0.2554320956678
129,0.249215094728981
131,0.255685055509051
133,0.252230037906005
135,0.250802250599222
137,0.251493636754757
139,0.25019181925176
141,0.255939573204822
143,0.257731007013596
145,0.252783476383618
147,0.250314760587297
149,0.250310844589631
151,0.246868751041794
153,0.24987928771939
155,0.245395677359896
157,0.246337027814993
159,0.243344695614956
161,0.243494561947202
163,0.24314689406393
165,0.241049316922441
167,0.246319607606313
169,0.240291641824379
171,0.239715999234346
173,0.240042904222231
175,0.236264613846087
177,0.235994701404913
179,0.233814217897817
181,0.234028766645281
183,0.231475635130209
185,0.228750359807268
187,0.230157019360656
189,0.233142508297961
191,0.230938425413233
193,0.230844651651912
195,0.232603775562758
197,0.238996863307651
199,0.232636856477807
201,0.23761774883907
203,0.237106901034338
205,0.241501198401679
207,0.239004086958806
209,0.23165926345622
211,0.225034172128889
213,0.233144563494039
215,0.2260384176928
217,0.227907667838379
219,0.221713302503729
221,0.223707022658599
223,0.235942311023564
225,0.238683461748101
227,0.231173209912667
229,0.232060856854227
231,0.223717855607391
233,0.226674858841318
235,0.218443521966707
237,0.209281425756343
239,0.202446243543162
241,0.208918995955427
243,0.204641085274907
245,0.219563469147301
247,0.190155552173229
249,0.188771715717476
