"k","lasso"
3,0.145908706426737
5,0.161153027786001
7,0.202976997575414
9,0.193818044568352
11,0.184110829415645
13,0.19248301063952
15,0.201950185555625
17,0.217157380910421
19,0.213282634812722
21,0.209591969664797
23,0.20063160419034
25,0.199529967778216
27,0.201170332402431
29,0.203879555204251
31,0.205441291691071
33,0.209432125764045
35,0.197335884236405
37,0.191474594766474
39,0.19413108442148
41,0.188205915144973
43,0.186654084287681
45,0.190380819821121
47,0.187462780261063
49,0.188099172091565
51,0.18344157739298
53,0.182503127375012
55,0.185845235011236
57,0.17943856862116
59,0.177125962681993
61,0.173930441514425
63,0.172426618585073
65,0.176936552130649
67,0.183151113184888
69,0.18034958245389
71,0.1808819611417
73,0.187000183076121
75,0.185415485094813
77,0.183994801101915
79,0.181002100604736
81,0.18540450522198
83,0.18606287052138
85,0.188786885516773
87,0.192438308693079
89,0.187883270809455
91,0.189495317703741
93,0.186635547854151
95,0.186870223613782
97,0.18634735758724
99,0.190896074918856
101,0.18922304286078
103,0.187465509437067
105,0.172923252305672
107,0.174291800867918
109,0.160364977317429
111,0.156007772244531
113,0.15878418184922
115,0.163269822319452
117,0.16116363868948
119,0.168244863839224
121,0.16165931746843
123,0.157030390465227
125,0.152740170983573
127,0.156981822638197
129,0.155573335012682
131,0.157459105010262
133,0.154940520091231
135,0.153210422958149
137,0.15361806213393
139,0.156159459321322
141,0.159076290765437
143,0.163965482698084
145,0.165237783964247
147,0.162878040391693
149,0.163821000860399
