"k","lasso"
3,0.0822406988899345
5,0.131877750646687
7,0.140866269229149
9,0.144190410079349
11,0.153260644079161
13,0.152092387454406
15,0.159921276350822
17,0.162228102713986
19,0.16151005866276
21,0.161467144369549
23,0.164523708313166
25,0.162123259006534
27,0.163511435969543
29,0.159046126575219
31,0.167578518609033
33,0.158961443471699
35,0.162183973632234
37,0.158828096919058
39,0.159253852729351
41,0.16289524516114
43,0.168608955551668
45,0.169692907785933
47,0.170334561492779
49,0.165932089268237
51,0.167070682477467
53,0.168113142892899
55,0.168555302270641
57,0.16905001230414
59,0.167394928628249
61,0.169094629231617
63,0.172599236942062
65,0.177249312648987
67,0.18114465406038
69,0.178000675233099
71,0.181190340890144
73,0.176761550215274
75,0.177306275093527
77,0.174232952422245
79,0.172451220896631
81,0.171490871717629
83,0.168811321896858
85,0.164506927710981
87,0.162179111542562
89,0.163701496524203
91,0.161800848122564
93,0.163942735523195
95,0.164641368659379
97,0.166779249575216
99,0.169352866808378
101,0.171214672072581
103,0.170749089279072
105,0.172372296820982
107,0.172074485601485
109,0.173436808430629
111,0.175094088341027
113,0.178099408206046
115,0.179369718501819
117,0.179403894870792
119,0.178480196187703
121,0.181455924770025
123,0.182154013184239
125,0.176185355421603
127,0.17756872777908
129,0.17762131504839
131,0.180687621392201
133,0.175298686979294
135,0.175728535966827
137,0.172475684951685
139,0.173005968122308
141,0.173173893224029
143,0.17427900372533
145,0.172042476719898
147,0.172733459648289
149,0.169661755295736
151,0.174631174218962
153,0.171841583463639
155,0.173351915829199
157,0.177050901208867
159,0.176672641754273
161,0.179112977550761
163,0.179891226652955
165,0.179187574708176
167,0.182943902491039
169,0.177092270109663
171,0.176634225963902
173,0.180516826841043
175,0.179810200902202
177,0.183284723369279
179,0.178216401929509
181,0.180925038285451
183,0.18319814744861
185,0.181100456295771
187,0.181719784382711
189,0.182394491124705
191,0.184150885290443
193,0.183516822671575
195,0.18590598127384
197,0.184403993281085
199,0.176091272194349
201,0.177685130736153
203,0.181978948975187
205,0.184924387209338
207,0.184307820991734
209,0.184328056811238
211,0.181753333929775
213,0.183598157855419
215,0.186800569239269
217,0.186262361987179
219,0.17734521774069
221,0.176655246374935
223,0.178096538549672
225,0.178817581303556
227,0.183027897718197
229,0.190559143478271
231,0.190739608412084
233,0.190875382219501
235,0.191654863582866
237,0.194535592920688
239,0.186066535272221
241,0.183231045439465
243,0.177680093720518
245,0.177763252183347
247,0.183876516809401
249,0.18192899570693
251,0.178432695453199
253,0.178799998292641
255,0.177392134511661
257,0.175327572419552
259,0.177896190988674
261,0.182251271563382
263,0.185027724409492
265,0.186492539931321
267,0.18773268746991
269,0.183717372017911
271,0.194562297707363
273,0.194983793716793
275,0.189655787902027
277,0.18970137148049
279,0.196728792529097
281,0.197112410800125
283,0.195848748972231
285,0.193106838260807
287,0.192693980375644
289,0.193304838245079
291,0.193027823665276
293,0.190893314809502
295,0.190546375846249
297,0.192443214163007
299,0.194111180918537
301,0.194535944635375
303,0.194076486314307
305,0.19757894791433
307,0.203944600078757
309,0.204700049443501
311,0.204731963126043
313,0.205088264859499
315,0.206984805759084
317,0.209352313326434
319,0.210338708853321
321,0.208627070841601
323,0.206772160729648
325,0.208681530989276
327,0.204534179718936
329,0.207714472440255
331,0.197150348185249
333,0.200271879837721
335,0.199096323244295
337,0.201274541748427
339,0.200564091466427
341,0.204019665699199
343,0.204490742823227
345,0.20689611550651
347,0.209279456620644
349,0.210864374385749
351,0.20939146571188
353,0.212865879921362
